start_date,end_date,vendor_code,vendor_name,invoice date,invoice#,customer,part_code,product_name,vintage,qty,sell_price,sold for,invoice_count,cases_sold,da_amount,da_total,date_active,expiration,da_hit,active
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-12,216354,Acc_ce487e,13760.0,Prod_78911496,,1.0,52.816901408450704,61.0,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216413,Acc_ce487e,13760.0,Prod_78911496,,1.0,52.816901408450704,56.41,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216435,Acc_afbad7,13760.0,Prod_78911496,,2.0,52.816901408450704,60.52,1.0,2.0,2.5,5.0,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216437,Acc_2a86d7,13760.0,Prod_78911496,,1.0,52.816901408450704,57.13,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216446,Acc_121414,13760.0,Prod_78911496,,1.0,52.816901408450704,57.53,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216448,Acc_efdbfc,13760.0,Prod_78911496,,3.0,52.816901408450704,51.96,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-19,216466,Acc_dcab33,13760.0,Prod_78911496,,1.0,52.816901408450704,57.03,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-18,216499,Acc_46ccfc,13760.0,Prod_78911496,,2.0,52.816901408450704,51.14,1.0,2.0,2.5,5.0,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-19,216516,Acc_e94947,13760.0,Prod_78911496,,1.0,52.816901408450704,60.87,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216582,Acc_d50ce1,13760.0,Prod_78911496,,3.0,52.816901408450704,47.15,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-26,216622,Acc_dcab33,13760.0,Prod_78911496,,1.0,52.816901408450704,56.15,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-25,216642,Acc_ec4890,13760.0,Prod_78911496,,1.0,52.816901408450704,58.47,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-25,216661,Acc_03e8cf,13760.0,Prod_78911496,,1.0,52.816901408450704,59.63,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-26,216683,Acc_ce487e,13760.0,Prod_78911496,,1.0,52.816901408450704,61.04,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-02,216115,Acc_afbad7,14138.0,Prod_52324661,,1.0,49.93,53.87,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-09,216280,Acc_995252,14138.0,Prod_52324661,,1.0,49.93,55.76,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216437,Acc_2a86d7,14138.0,Prod_52324661,,1.0,49.93,56.73,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216438,Acc_995252,14138.0,Prod_52324661,,1.0,49.93,58.41,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-18,216499,Acc_46ccfc,14138.0,Prod_52324661,,1.0,49.93,50.84,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-23,216568,Acc_4cfbbf,14138.0,Prod_52324661,,1.0,49.93,58.14,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216583,Acc_6233e4,14138.0,Prod_52324661,,2.0,49.93,47.17,1.0,2.0,2.5,5.0,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216584,Acc_f10f42,14138.0,Prod_52324661,,3.0,49.93,43.07,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-23,216594,Acc_995252,14138.0,Prod_52324661,,1.0,49.93,54.0,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-18,216480,Acc_09efa4,15084.0,Prod_63910570,,2.0,56.9718309859155,59.62,1.0,2.0,2.5,5.0,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-19,216518,Acc_09efa4,15084.0,Prod_63910570,,2.0,56.9718309859155,63.37,1.0,2.0,2.5,5.0,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216582,Acc_d50ce1,15084.0,Prod_63910570,,3.0,56.9718309859155,51.65,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216584,Acc_f10f42,15084.0,Prod_63910570,,3.0,56.9718309859155,47.3,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,257,VNDR_QXDZSF,2025-06-04,216192,Acc_36bd6b,17135.0,Prod_87693489,,12.0,14.99,14.94,1.0,1.0,7.0,7.0,2025-05-06,2029-12-31,true,true
2025-06-01,2025-06-30,257,VNDR_QXDZSF,2025-06-12,216364,Acc_47c52f,17135.0,Prod_87693489,,24.0,14.99,14.56,1.0,2.0,7.0,14.0,2025-05-06,2029-12-31,true,true
2025-06-01,2025-06-30,257,VNDR_QXDZSF,2025-06-18,216502,Acc_36bd6b,17135.0,Prod_87693489,,12.0,14.99,14.44,1.0,1.0,7.0,7.0,2025-05-06,2029-12-31,true,true
2025-06-01,2025-06-30,257,VNDR_QXDZSF,2025-06-25,216662,Acc_36bd6b,17135.0,Prod_87693489,,24.0,14.99,14.35,1.0,2.0,7.0,14.0,2025-05-06,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-04,216176,Acc_95b83f,19275.0,Prod_56926208,,12.0,9.49,12.59,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-04,216200,Acc_03e8cf,19275.0,Prod_56926208,,12.0,9.49,9.41,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-18,216467,Acc_8aa2c6,19275.0,Prod_56926208,,12.0,9.49,11.69,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-18,216473,Acc_936b53,19275.0,Prod_56926208,,12.0,9.49,12.79,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-26,216684,Acc_ce487e,19275.0,Prod_56926208,,12.0,9.49,12.05,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,257,VNDR_QXDZSF,2025-06-09,216270,Acc_2785a5,19927.0,Prod_28373593,,12.0,8.0,7.86,1.0,1.0,22.0,22.0,2025-05-06,2029-12-31,true,true
2025-06-01,2025-06-30,257,VNDR_QXDZSF,2025-06-16,216425,Acc_2785a5,19927.0,Prod_28373593,,12.0,8.0,8.22,1.0,1.0,22.0,22.0,2025-05-06,2029-12-31,false,true
2025-06-01,2025-06-30,257,VNDR_QXDZSF,2025-06-23,216574,Acc_2785a5,19927.0,Prod_28373593,,12.0,8.0,8.2,1.0,1.0,22.0,22.0,2025-05-06,2029-12-31,false,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-19,216522,Acc_09fc03,20553.0,Prod_34265549,,12.0,9999.0,11.75,1.0,1.0,10.0,10.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-03,216152,Acc_ad13a2,21116.0,Prod_87638811,,12.0,14.49,13.96,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-24,216584,Acc_f10f42,21116.0,Prod_87638811,,24.0,14.49,12.71,1.0,2.0,6.0,12.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-26,216623,Acc_dcab33,21116.0,Prod_87638811,,12.0,14.49,15.54,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-26,216712,Acc_0d2eaf,21116.0,Prod_87638811,,12.0,14.49,13.88,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-03,216097,Acc_d50ce1,22991.0,Prod_48801560,,3.0,49.929577464788736,45.57,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-02,216115,Acc_afbad7,22991.0,Prod_48801560,,1.0,49.929577464788736,55.07,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-10,216252,Acc_6233e4,22991.0,Prod_48801560,,3.0,49.929577464788736,44.52,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-10,216253,Acc_f10f42,22991.0,Prod_48801560,,3.0,49.929577464788736,45.1,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-09,216280,Acc_995252,22991.0,Prod_48801560,,1.0,49.929577464788736,57.92,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-11,216305,Acc_8b08ae,22991.0,Prod_48801560,,3.0,49.929577464788736,51.05,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216422,Acc_d50ce1,22991.0,Prod_48801560,,3.0,49.929577464788736,42.13,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216437,Acc_2a86d7,22991.0,Prod_48801560,,1.0,49.929577464788736,54.14,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216438,Acc_995252,22991.0,Prod_48801560,,1.0,49.929577464788736,55.06,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-19,216524,Acc_e15cfc,22991.0,Prod_48801560,,1.0,49.929577464788736,58.45,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-23,216593,Acc_12ae53,22991.0,Prod_48801560,,1.0,49.929577464788736,54.95,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-11,216320,Acc_936b53,25173.0,Prod_64297606,,12.0,10.49,12.02,1.0,1.0,3.0,3.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-25,216634,Acc_0aafaf,25173.0,Prod_64297606,,12.0,10.49,11.51,1.0,1.0,3.0,3.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-26,216691,Acc_e94947,25173.0,Prod_64297606,,12.0,10.49,11.49,1.0,1.0,3.0,3.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-04,216191,Acc_093c20,26351.0,Prod_38803037,,6.0,9999.0,22.35,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-10,216251,Acc_d50ce1,26351.0,Prod_38803037,,6.0,9999.0,21.38,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-17,216447,Acc_1da4d7,26351.0,Prod_38803037,,6.0,9999.0,22.16,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-24,216582,Acc_d50ce1,26351.0,Prod_38803037,,6.0,9999.0,21.32,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-24,216584,Acc_f10f42,26351.0,Prod_38803037,,6.0,9999.0,21.69,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,274,VNDR_QHLJ4I,2025-06-24,216616,Acc_8ade8b,26351.0,Prod_38803037,,6.0,9999.0,21.32,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-11,216330,Acc_ec4890,28047.0,Prod_70768134,,12.0,17.99,17.32,1.0,2.0,5.0,10.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-20,216554,Acc_3d9e8a,28047.0,Prod_70768134,,18.0,17.99,17.27,1.0,3.0,5.0,15.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-03,216136,Acc_3ec4f7,29581.0,Prod_90048411,,12.0,9.99,10.39,1.0,1.0,7.0,7.0,2025-05-30,2029-12-31,false,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-04,216186,Acc_e74292,29581.0,Prod_90048411,,12.0,9.99,10.75,1.0,1.0,7.0,7.0,2025-05-30,2029-12-31,false,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-05,216215,Acc_aeaeff,29581.0,Prod_90048411,,12.0,9.99,10.25,1.0,1.0,7.0,7.0,2025-05-30,2029-12-31,false,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-16,216439,Acc_72fdf8,29581.0,Prod_90048411,,12.0,9.99,10.95,1.0,1.0,7.0,7.0,2025-05-30,2029-12-31,false,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-17,216449,Acc_df84e1,29581.0,Prod_90048411,,12.0,9.99,10.66,1.0,1.0,7.0,7.0,2025-05-30,2029-12-31,false,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-18,216487,Acc_aeaeff,29581.0,Prod_90048411,,12.0,9.99,10.24,1.0,1.0,7.0,7.0,2025-05-30,2029-12-31,false,true
2025-06-01,2025-06-30,197,VNDR_F2Q3AP,2025-06-23,216589,Acc_4c80ae,29799.0,Prod_90145267,,12.0,12.99,12.54,1.0,1.0,12.0,12.0,2025-04-11,2030-01-02,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-25,216652,Acc_38c19c,29956.0,Prod_32347232,,12.0,9999.0,17.93,1.0,1.0,12.0,12.0,2024-05-01,2025-05-11,true,false
2025-06-01,2025-06-30,383,VNDR_EBIDNZ,2025-06-02,216112,Acc_ebd2c1,31120.0,Prod_55990040,,12.0,13.33,12.46,1.0,1.0,15.0,15.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,383,VNDR_EBIDNZ,2025-06-04,216174,Acc_936b53,31120.0,Prod_55990040,,12.0,13.33,12.57,1.0,1.0,15.0,15.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,383,VNDR_EBIDNZ,2025-06-09,216248,Acc_7f433b,31120.0,Prod_55990040,,60.0,13.33,11.97,1.0,5.0,15.0,75.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,383,VNDR_EBIDNZ,2025-06-10,216289,Acc_121414,31120.0,Prod_55990040,,12.0,13.33,13.75,1.0,1.0,15.0,15.0,2024-09-01,2029-12-31,false,true
2025-06-01,2025-06-30,383,VNDR_EBIDNZ,2025-06-23,216588,Acc_ebd2c1,31120.0,Prod_55990040,,12.0,13.33,12.11,1.0,1.0,15.0,15.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-09,216246,Acc_bea3a4,31677.0,Prod_76526163,,12.0,9.99,8.71,1.0,1.0,5.0,5.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-09,216264,Acc_1772bd,31677.0,Prod_76526163,,12.0,9.99,8.46,1.0,1.0,5.0,5.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-16,216419,Acc_77ebfe,31677.0,Prod_76526163,,24.0,9.99,10.73,1.0,2.0,5.0,10.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-23,216569,Acc_bea3a4,31677.0,Prod_76526163,,12.0,9.99,8.77,1.0,1.0,5.0,5.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-03,216098,Acc_f10f42,32486.0,Prod_53000205,,3.0,48.94366197183099,43.06,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-12,216354,Acc_ce487e,32486.0,Prod_53000205,,1.0,48.94366197183099,53.35,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216412,Acc_dcab33,32486.0,Prod_53000205,,1.0,48.94366197183099,52.4,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216421,Acc_f10f42,32486.0,Prod_53000205,,2.0,48.94366197183099,46.43,1.0,2.0,2.5,5.0,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216422,Acc_d50ce1,32486.0,Prod_53000205,,3.0,48.94366197183099,44.93,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216423,Acc_6233e4,32486.0,Prod_53000205,,3.0,48.94366197183099,46.97,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216437,Acc_2a86d7,32486.0,Prod_53000205,,1.0,48.94366197183099,55.48,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-03,216133,Acc_121414,32837.0,Prod_70483831,,3.0,54.44,55.17,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216421,Acc_f10f42,32837.0,Prod_70483831,,3.0,54.44,46.09,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216437,Acc_2a86d7,32837.0,Prod_70483831,,1.0,54.44,58.8,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-17,216446,Acc_121414,32837.0,Prod_70483831,,3.0,54.44,53.14,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216582,Acc_d50ce1,32837.0,Prod_70483831,,2.0,54.44,47.56,1.0,2.0,2.5,5.0,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216583,Acc_6233e4,32837.0,Prod_70483831,,1.0,54.44,52.2,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-23,216594,Acc_995252,32837.0,Prod_70483831,,1.0,54.44,61.49,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216612,Acc_121414,32837.0,Prod_70483831,,3.0,54.44,52.36,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-24,216583,Acc_6233e4,33275.0,Prod_83811548,,12.0,13.99,13.96,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,true,true
2025-06-01,2025-06-30,94,VNDR_ZNP5OO,2025-06-18,216467,Acc_8aa2c6,33472.0,Prod_31032762,,12.0,9.99,9.54,1.0,1.0,3.0,3.0,2025-05-30,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-26,216686,Acc_32b47e,33840.0,Prod_27414487,,12.0,9999.0,17.25,1.0,1.0,18.0,18.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-04,216177,Acc_ec4890,34217.0,Prod_10550247,,1.0,44.014084507042256,50.72,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-09,216280,Acc_995252,34217.0,Prod_10550247,,1.0,44.014084507042256,49.45,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-16,216438,Acc_995252,34217.0,Prod_10550247,,1.0,44.014084507042256,50.95,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-18,216463,Acc_ec4890,34217.0,Prod_10550247,,1.0,44.014084507042256,50.26,1.0,1.0,2.5,2.5,2024-10-14,2029-12-31,false,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216582,Acc_d50ce1,34217.0,Prod_10550247,,3.0,44.014084507042256,41.76,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,83,VNDR_L4URDB,2025-06-24,216584,Acc_f10f42,34217.0,Prod_10550247,,3.0,44.014084507042256,41.23,1.0,3.0,2.5,7.5,2024-10-14,2029-12-31,true,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-04,216193,Acc_d358bd,35494.0,Prod_81144785,,12.0,11.99,12.2,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-11,216339,Acc_d358bd,35494.0,Prod_81144785,,12.0,11.99,11.56,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-24,216613,Acc_b0634e,35494.0,Prod_81144785,,12.0,11.99,12.0,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-25,216648,Acc_8b08ae,35494.0,Prod_81144785,,12.0,11.99,12.92,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,117,VNDR_0C67ZD,2025-06-25,216670,Acc_d358bd,35494.0,Prod_81144785,,12.0,11.99,12.17,1.0,1.0,12.0,12.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-02,216117,Acc_6c78fe,36400.0,Prod_23996703,,12.0,15.99,18.53,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,false,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-09,216285,Acc_d2066f,36400.0,Prod_23996703,,12.0,15.99,15.81,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,true,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-16,216425,Acc_2785a5,36400.0,Prod_23996703,,12.0,15.99,16.37,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,false,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-18,216481,Acc_8b08ae,36400.0,Prod_23996703,,12.0,15.99,16.4,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,false,true
2025-06-01,2025-06-30,124,VNDR_86SLSZ,2025-06-24,216583,Acc_6233e4,36400.0,Prod_23996703,,12.0,15.99,18.32,1.0,1.0,6.0,6.0,2025-04-29,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-04,216177,Acc_ec4890,37696.0,Prod_12566985,,12.0,12.99,14.75,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-09,216273,Acc_4cfbbf,37696.0,Prod_12566985,,12.0,12.99,13.57,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-16,216357,Acc_f2c9d9,37696.0,Prod_12566985,,12.0,12.99,13.08,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,false,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-17,216447,Acc_1da4d7,37696.0,Prod_12566985,,12.0,12.99,12.98,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-23,216568,Acc_4cfbbf,37696.0,Prod_12566985,,12.0,12.99,12.2,1.0,1.0,6.0,6.0,2025-05-12,2029-12-31,true,true
2025-06-01,2025-06-30,341,VNDR_3X4SNI,2025-06-11,216311,Acc_d7a59e,37829.0,Prod_53184412,,12.0,12.25,12.71,1.0,1.0,10.0,10.0,2024-08-15,2029-12-31,false,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-11,216309,Acc_cd19a1,39709.0,Prod_86302071,,12.0,9999.0,16.26,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-16,216379,Acc_0d2eaf,39709.0,Prod_86302071,,12.0,9999.0,17.05,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-18,216492,Acc_1832ec,39709.0,Prod_86302071,,24.0,9999.0,16.85,1.0,2.0,12.0,24.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-26,216596,Acc_6c78fe,39709.0,Prod_86302071,,36.0,9999.0,17.08,1.0,3.0,12.0,36.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,306,VNDR_41N4OZ,2025-06-25,216634,Acc_0aafaf,39709.0,Prod_86302071,,12.0,9999.0,17.6,1.0,1.0,12.0,12.0,2024-09-01,2029-12-31,true,true
2025-06-01,2025-06-30,9,VNDR_93N529,2025-06-23,216576,Acc_ce487e,40015.0,Prod_59929593,,12.0,12.49,15.1,1.0,1.0,10.0,10.0,2025-05-12,2029-12-31,false,true
