part_code	product_name	description	category_name	sub_category_name	location	total_onhand	cost	weighted_cost	price	vendor_code	vendor_name	date_last_sold	discontinued	date_created
25795	Prod_80631108		Italian Reds	Italian Red 750 small	B7.2	0.0	9.35	9.921	19.84	45.0	VNDR_QQL8QP	08/13/09	True	01/25/08
10860	Prod_57032228		Spanish Reds	Spanish Reds 750 small	A9.2	0.0	6.43	6.3331	12.32	17.0	VNDR_3U1O01	06/20/11	True	01/25/08
86820	Prod_38537441	15	German Wines	German 750 small		0.0	7.86	7.888	13.52	343.0	VNDR_V2MZAM	10/03/24	False	01/25/08
64886	Prod_17754821		Spanish Reds	Spanish Reds 750 small	A9.1	0.0	5.14	4.9245	10.57	95.0	VNDR_ITLSIF	03/02/10	True	01/25/08
16265	Prod_79040668		Beer Imported	Beer Imp. 12 x 16.9oz.	F4	0.0	51.83	54.13	75.75	133.0	VNDR_MAZ7BT	02/26/08	True	01/25/08
92386	Prod_73683380		Beer Imported	Beer Imp. 12 x 16.9oz.	E5	0.0	52.2	58.375	76.6	133.0	VNDR_MAZ7BT	10/29/08	True	01/25/08
47194	Prod_47421445		Spanish Reds	Spanish Reds 750 small		0.0	0.0	0.0	20.29	17.0	VNDR_3U1O01	06/11/09	True	01/25/08
97498	Prod_31068728	12pk	French Sparkling	French Sparkling 750 small	Wall	0.0	41.33	41.6666	56.75	111.0	VNDR_6YWBI4	10/10/19	True	01/25/08
54131	Prod_50082219	1 pk	French Sparkling	French Sparkling 750 small	Wall	0.0	139.1	140.0	207.64	111.0	VNDR_6YWBI4	10/10/19	True	01/25/08
70263	Prod_13701825		Spanish Reds	Spanish Reds 750 small	A9.1	0.0	6.66	6.6675	13.56	17.0	VNDR_3U1O01	10/10/11	True	01/25/08
26023	Prod_17435613		French Reds	French Red 750 small	A3.2	0.0	8.74	9.283	20.24	132.0	VNDR_FHSZ8T	06/19/12	True	01/25/08
51090	Prod_25510260		Spanish Reds	Spanish Reds 750 large	A9	0.0	27.56	27.167	51.4	47.0	VNDR_NN4ULV	10/04/12	True	01/25/08
77221	Prod_20938647		Spanish Reds	Spanish Reds 750 small		0.0	4.51	7.133	10.85	47.0	VNDR_NN4ULV	08/02/07	True	01/25/08
74820	Prod_73599287		California Red	California Red 750 small	XX	-625.0	0.0	0.0	0.0		VNDR_W2D030	05/22/25	True	01/25/08
10769	Prod_22836406		California Whites	California Whites 750 small	XX	-76.0	0.0	0.0	0.0		VNDR_W2D030	11/19/24	True	01/25/08
69735	Prod_77529372		Australia	Australia 750 large	XX	0.0	5.02	5.38	9.62	84.0	VNDR_5D7OME	09/13/06	True	01/25/08
72955	Prod_94402906	15	German Wines	German 750 small		0.0	7.44	7.888	13.56	343.0	VNDR_V2MZAM	10/03/24	False	01/25/08
74925	Prod_35185385		Sparkling	Sparkling 750 small		0.0	15.58	15.5	24.07	9.0	VNDR_93N529	05/17/12	True	01/25/08
77969	Prod_70456198		Italian Whites	Italain Sparkling 375 small	B5.1	281.0	4.1	4.1868	9.84	9.0	VNDR_93N529	08/01/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
93104	Prod_58391130		Italian Sparkling	Italian Sparkling 750 small	B6.2	0.0	8.15	8.4	16.24	9.0	VNDR_93N529	05/07/25	True	01/25/08
63707	Prod_35522755		Sparkling	Sparkling 750 small	B5.1	32.0	8.47	8.232	16.74	9.0	VNDR_93N529	07/30/25	False	01/25/08
95305	Prod_89124472		Italian Sparkling	Italian Sparkling 750 small	SF1.1	936.0	6.48	6.52	14.52	9.0	VNDR_93N529	08/04/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
38693	Prod_61429307		Italian Sparkling	Italian Sparkling 1.5 small		0.0	20.76	20.55	36.93	9.0	VNDR_93N529	06/10/21	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
81932	Prod_63717598		Italian Sparkling	Italian Sparkling 750 small	B5.3	21.0	10.2	10.4307	20.53	9.0	VNDR_93N529	07/23/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
35658	Prod_82156493		Italian Reds	Italian Red 750 small	B4.1	0.0	7.42	7.8	13.03	9.0	VNDR_6FTAVN	09/06/17	True	01/25/08
94478	Prod_81118140		Italian Reds	Italian Red 750 small	AA2.2	92.0	7.3	7.1977	16.8	9.0	VNDR_93N529	08/01/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
28431	Prod_43298104		Italian Rose	Italian Rose 750 small	B2.2	0.0	0.0	5.42	30.14	9.0	VNDR_93N529	08/13/18	True	01/25/08
12747	Prod_71553476		Italian Reds	Italian Red 750 small		0.0	5.24	5.5489	10.63	9.0	VNDR_93N529	05/21/08	True	01/25/08
69150	Prod_16556705		New Zealand	New Zealand 750 large	XX	0.0	12.77	13.0	23.12	90.0	VNDR_8INWFZ	08/22/07	True	01/25/08
75725	Prod_48483879		New Zealand	New Zealand 750 large	XX	0.0	9.33	10.4	18.47	90.0	VNDR_8INWFZ	08/29/07	True	01/25/08
94654	Prod_79892768		California Whites	California Whites 750 small	XX	0.0	11.28	11.63	19.9	32.0	VNDR_N631QM	12/28/06	True	01/25/08
45773	Prod_10464679		California Red	California Red 750 small	XX	0.0	33.08	33.25	58.48	32.0	VNDR_N631QM	07/13/05	True	01/25/08
77435	Prod_60417653		California Red	California Red 750 small	XX	0.0	20.62	22.5637	50.2	32.0	VNDR_N631QM	06/07/05	True	01/25/08
66886	Prod_32297612		California Whites	California Whites 750 small	XX	0.0	21.45	19.59	40.27	32.0	VNDR_N631QM	09/08/06	True	01/25/08
76803	Prod_84046749		California Red	California Red 750 small	XX	0.0	40.42	43.58	67.06	32.0	VNDR_N631QM	08/05/04	True	01/25/08
41551	Prod_35705551		California Whites	California Whites 375 small	XX	0.0	32.07	33.02	55.13	32.0	VNDR_N631QM	09/08/06	True	01/25/08
21394	Prod_73601435		California Whites	California Whites 750 small	XX	0.0	11.19	11.6224	19.57	32.0	VNDR_N631QM	09/08/06	True	01/25/08
79092	Prod_67160414		California Whites	California Whites 375 small	XX	0.0	31.22	33.02	55.08	32.0	VNDR_N631QM	09/08/06	True	01/25/08
13890	Prod_85371708		California Whites	California Whites 750 small	XX	0.0	18.54	19.75	33.98	32.0	VNDR_N631QM	04/26/06	True	01/25/08
51606	Prod_15351547		California Red	California Red 750 small	XX	0.0	35.46	28.87	70.66	32.0	VNDR_N631QM	12/13/05	True	01/25/08
90038	Prod_13657462		Italian Reds	Italian Red 750 small	XX	0.0	21.28	22.63	37.18	36.0	VNDR_YAAG04	11/08/05	True	01/25/08
97313	Prod_46413109		Italian Reds	Italian Red 750 small	XX	0.0	21.78	23.48	37.98	36.0	VNDR_YAAG04	01/24/06	True	01/25/08
20627	Prod_85635836		Italian Reds	Italian Red 750 small	XX	0.0	12.21	12.38	21.72	36.0	VNDR_YAAG04	05/27/05	True	01/25/08
18792	Prod_34937184		Italian Reds	Italian Red 750 small	XX	0.0	18.64	20.42	33.83	36.0	VNDR_YAAG04	12/12/06	True	01/25/08
83969	Prod_56171294		Italian Reds	Italian Red 750 small	XX	0.0	9.66	9.7	16.21	36.0	VNDR_YAAG04	12/29/06	True	01/25/08
53001	Prod_88957861		French Sparkling	French Sparkling 750 small	A3.3	0.0	49.84	45.64	85.12	64.0	VNDR_A49R76	12/30/08	True	01/25/08
86552	Prod_58181703		French Sparkling	French Sparkling 375 small	A3.3	0.0	20.95	21.14	37.65	64.0	VNDR_A49R76	09/02/10	True	01/25/08
33897	Prod_51113346		French Sparkling	French Sparkling 750 small	A3.3	0.0	34.06	34.0	58.68	64.0	VNDR_A49R76	11/12/09	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
78148	Prod_49267766		Accessories - Non Alcohol	Accessories - Non Alcohol		0.0	0.0	0.0	0.0	64.0	VNDR_A49R76	00/00/00	True	01/25/08
33483	Prod_15337250		French Sparkling	French Sparkling 750 small	A3.3	0.0	62.63	69.6167	107.29	64.0	VNDR_A49R76	07/13/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
58555	Prod_28768413		California Red	California Red 750 small	C2.3	0.0	28.64	30.0	45.52	156.0	VNDR_24IU12	04/24/19	True	01/25/08
27159	Prod_70236797		Spanish Whites	Spanish Whites 750 small	P2.2	0.0	3.11	3.333	6.05	95.0	VNDR_ITLSIF	05/04/11	True	01/25/08
90077	Prod_82270713		Spanish Whites	Spanish Whites 750 small	A9.2	0.0	5.48	5.0895	11.11	95.0	VNDR_ITLSIF	12/22/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
45920	Prod_37219939		Spanish Reds	Spanish Reds 750 small	A9.1	0.0	3.99	4.167	7.83	95.0	VNDR_ITLSIF	12/22/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
77121	Prod_89266402		New Zealand	New Zealand 750 small	XX	0.0	7.8	8.5271	14.16	61.0	VNDR_YFNZIS	11/17/05	True	01/25/08
79479	Prod_57651243		New Zealand	New Zealand 750 small	XX	0.0	9.35	10.4758	19.7	61.0	VNDR_YFNZIS	07/03/06	True	01/25/08
99475	Prod_27225967		New Zealand	New Zealand 750 small	XX	0.0	7.89	8.1393	15.1	61.0	VNDR_YFNZIS	07/04/06	True	01/25/08
29457	Prod_16373708		New Zealand	New Zealand 750 small	XX	0.0	6.67	7.5364	13.44	61.0	VNDR_YFNZIS	07/05/06	True	01/25/08
76557	Prod_52470212		California Whites	California Whites 750 small		0.0	12.25	12.3333	17.26	196.0	VNDR_SNJHB5	09/22/14	True	01/25/08
15311	Prod_85117826				C7.3						VNDR_W2D030			
87189	Prod_58899542		California Whites	California Whites 750 small	C7.3	0.0	9.19	9.0	13.79	196.0	VNDR_SNJHB5	04/08/15	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
88953	Prod_90151213		California Whites	California Whites 750 small	C7.2	0.0	0.0	0.0	0.0	117.0	VNDR_0C67ZD	09/26/07	True	01/25/08
62995	Prod_25391356		California Whites	California Whites 750 small	P1.2	0.0	8.92	9.0047	16.38	117.0	VNDR_0C67ZD	11/04/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
50757	Prod_25449610		California Whites	California Whites 750 small	C7.3	0.0	9.16	9.0	13.49	196.0	VNDR_SNJHB5	04/16/15	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
19692	Prod_24965433		California Red	California Red 750 small		0.0	15.79	16.5	22.63	196.0	VNDR_SNJHB5	09/22/14	True	01/25/08
15311	Prod_85117826				C7.3						VNDR_W2D030			
55758	Prod_91330168		California Red	California Red 750 small	C7	0.0	15.33	15.4595	26.95	117.0	VNDR_0C67ZD	06/05/08	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
82409	Prod_11102329		California Rose	California Rose 750 small	C7.3	0.0	9.62	10.0	18.41	196.0	VNDR_SNJHB5	01/11/12	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
81211	Prod_76063635		Italian Whites	Italian White 750 large	B3.2	0.0	9.81	9.833	20.87	9.0	VNDR_93N529	07/20/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
75697	Prod_71172879		Italian Whites	Italian White 750 small	AA1.1	117.0	6.82	6.8461	12.88	9.0	VNDR_93N529	07/28/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
47065	Prod_46147087		Italian Whites	Italian White 750 small		0.0	15.42	15.0833	23.33	9.0	VNDR_93N529	06/10/21	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
42606	Prod_75270708		Italian Whites	Italian White 750 small	B7.2	0.0	8.05	8.4	19.3	45.0	VNDR_QQL8QP	06/23/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
21534	Prod_56871970	six pack	Italian Reds	Italian Red 750 small	WALL	0.0	30.58	31.0	44.99	9.0	VNDR_93N529	09/08/23	True	01/25/08
50397	Prod_71034347		Italian Whites	Italian White 750 small	B5.1	30.0	5.67	7.0748	13.4	9.0	VNDR_93N529	08/01/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
11016	Prod_24454515		Italian Reds	Italian Red 750 large	WALL	0.0	14.57	15.0833	25.31	9.0	VNDR_93N529	06/16/21	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
99789	Prod_78414140		Italian Whites	Italian White 750 large	B3.2	0.0	12.46	12.333	24.22	9.0	VNDR_93N529	04/24/13	True	01/25/08
65591	Prod_53248823		Italian Reds	Italian Red 750 small	B3.2	0.0	6.6	7.4251	13.98	9.0	VNDR_93N529	06/19/25	False	01/25/08
15311	Prod_85117826				B7.3						VNDR_W2D030			
99812	Prod_74205504		Italian Reds	Italian Red 750 large	B3.2	0.0	11.69	12.333	20.66	9.0	VNDR_93N529	05/29/13	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
33247	Prod_66169933	6	Italian Whites	Italian White 750 small	B4.2	0.0	11.49	12.57	24.1	9.0	VNDR_93N529	04/09/25	False	01/25/08
15311	Prod_85117826				B4.2						VNDR_W2D030			
34300	Prod_48985621		Italian Whites	Italian White 750 large	B3.1	0.0	8.46	8.1128	16.8	9.0	VNDR_93N529	04/30/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
84065	Prod_22927388		Italian Whites	Italian White 375 large	B3.2	0.0	3.72	5.75	9.83	9.0	VNDR_93N529	06/17/09	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
92798	Prod_42138237		Italian Whites	Italian White 750 small	SF1.1	397.0	5.83	6.1316	12.6	9.0	VNDR_93N529	08/04/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
19268	Prod_45690693		Italian Whites	Italian White 375 small	B3.2	69.0	14.85	3.8307	9.21	9.0	VNDR_93N529	07/22/25	False	01/25/08
96807	Prod_47044635		Italian Whites	Italian White 750 small	B3.2	0.0	7.45	7.708	12.29	9.0	VNDR_6FTAVN	12/03/14	True	01/25/08
22185	Prod_43514226		Italian Whites	Italian White 750 small	B3.2	0.0	11.02	13.27	24.42	9.0	VNDR_93N529	09/08/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
73704	Prod_48404205		Italian Reds	Italian Red 750 large	B3.2	0.0	10.29	9.3138	19.48	9.0	VNDR_93N529	09/09/13	True	01/25/08
96779	Prod_88491085		Spanish Reds	Spanish Reds 750 small	A8.2	0.0	11.9	13.18	25.22	95.0	VNDR_ITLSIF	04/27/09	True	01/25/08
49099	Prod_71152481		Spanish Reds	Spanish Reds 750 small		0.0	10.32	14.592	21.61	95.0	VNDR_ITLSIF	12/20/06	True	01/25/08
18571	Prod_87066560		Spanish Reds	Spanish Reds 750 small	A8.2	0.0	7.52	6.4286	14.09	95.0	VNDR_ITLSIF	03/26/13	True	01/25/08
15311	Prod_85117826				A8.2						VNDR_W2D030			
48044	Prod_17643917		Sake	Sake 720 large		0.0	14.42	15.573	26.53	11.0	VNDR_X243TT	07/16/07	True	01/25/08
61214	Prod_60978192		Sake	Sake 720 large		0.0	42.01	46.533	72.55	11.0	VNDR_X243TT	07/16/07	True	01/25/08
71228	Prod_25736347		French Reds	French Red 750 small	A4.2	15.0	8.37	9.1466	13.83	404.0	VNDR_93CKJZ	07/02/25	False	01/25/08
58984	Prod_52550862		French Rose	French Rose 750 small	A5.2	0.0	8.39	8.333	14.26	7.0	VNDR_9NWZAO	01/02/20	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
50774	Prod_49507456		Italian Reds	Italian Red 750 small	XX	0.0	3.53	3.813	7.58	13.0	VNDR_1MC9SU	06/15/06	True	01/25/08
12568	Prod_75051127		American Reds	California Red 750 small	XX	0.0	101.84	104.5	176.96	68.0	VNDR_1ZQNHE	12/15/05	True	01/25/08
72592	Prod_56325714		California Whites	California Whites 375 small	_BOGO	0.0	8.63	9.21	16.26	68.0	VNDR_1ZQNHE	06/02/11	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
77563	Prod_15126871		California Whites	California Whites 750 small	C7	0.0	15.4	16.468	26.36	68.0	VNDR_1ZQNHE	09/12/07	True	01/25/08
12695	Prod_19552798		California Whites	California Whites 750 small	C7.3	0.0	10.99	11.7015	20.14	68.0	VNDR_1ZQNHE	08/26/08	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
58190	Prod_51157699		California Red	California Red 750 small	C7	0.0	17.7	17.8211	28.88	68.0	VNDR_1ZQNHE	05/06/08	True	01/25/08
15258	Prod_51562885		California Red	California Red 375 small	C7.3	0.0	9.97	9.9106	17.91	68.0	VNDR_1ZQNHE	09/09/09	True	01/25/08
97538	Prod_76628033		California Whites	California Whites 750 small	BOGO	0.0	17.82	17.333	28.49	68.0	VNDR_1ZQNHE	02/17/10	True	01/25/08
49504	Prod_92481341		California Red	California Red 750 small	C7.3	0.0	21.03	21.15	34.01	68.0	VNDR_1ZQNHE	09/09/09	True	01/25/08
43159	Prod_87819098		California Red	California Red 750 small	C7.3	0.0	18.24	18.66	30.99	68.0	VNDR_1ZQNHE	04/14/09	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
23986	Prod_89945936		California Red	California Red 750 small	BOGO	0.0	21.36	23.03	36.34	68.0	VNDR_1ZQNHE	10/14/09	True	01/25/08
71858	Prod_14379916		California Red	California Red 750 small	BOGO	0.0	21.96	18.9736	30.96	68.0	VNDR_1ZQNHE	07/09/08	True	01/25/08
22666	Prod_79701612		California Red	California Red 750 small	C7.3	0.0	21.07	20.736	36.9	68.0	VNDR_1ZQNHE	09/09/09	True	01/25/08
48660	Prod_77849878		Australia	Australia 750 small	XX	0.0	4.06	4.663	8.19	35.0	VNDR_FCY4C3	02/20/05	True	01/25/08
13561	Prod_21076519		Italian Whites	Italian White 750 small	B6.3	0.0	8.29	8.167	15.33	45.0	VNDR_QQL8QP	12/23/11	True	01/25/08
36854	Prod_72799588		Italian Whites	Italian White 750 small	B7.2	0.0	8.76	8.333	14.88	45.0	VNDR_QQL8QP	03/05/12	True	01/25/08
74505	Prod_19104775		Spirits	Eau de Vie and Grappa 375	D1.5	0.0	20.38	20.5275	34.54	135.0	VNDR_GU9ZCK	07/01/10	True	01/25/08
62251	Prod_12514413		Spirits	Eau de Vie and Grappa 375	D1.5	0.0	20.46	20.6155	32.72	19.0	VNDR_ER8SNC	07/01/10	True	01/25/08
32662	Prod_36403719		Spirits	Eau de Vie and Grappa 375	D1.5	0.0	19.93	20.3806	34.54	19.0	VNDR_ER8SNC	07/01/10	True	01/25/08
18392	Prod_73392076		Spirits	Eau de Vie and Grappa 375	D1.5	0.0	9.96	10.0	19.02	19.0	VNDR_ER8SNC	07/01/10	True	01/25/08
40535	Prod_71606962		Spirits	Liquers 375	D1.5	0.0	9.75	10.0537	18.21	19.0	VNDR_ER8SNC	07/01/10	True	01/25/08
88603	Prod_80829311		Spanish Whites	Spanish Whites 750 small		0.0	0.0	0.0	0.0	95.0	VNDR_ITLSIF	04/01/08	True	01/25/08
62256	Prod_87604928		Accessories - Non Alcohol	Accessories - Non Alcohol	O	0.0	16.66	17.08	21.77	37.0	VNDR_15WCMF	09/04/06	True	01/25/08
99135	Prod_33739782		Italian Whites	Italian White 750 small	BOGO	0.0	14.01	14.2403	24.53	45.0	VNDR_QQL8QP	03/03/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
45222	Prod_21194350		Italian Whites	Italian White 750 small	B6.1	0.0	9.91	10.331	18.11	45.0	VNDR_QQL8QP	07/14/09	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
87373	Prod_37487152		Spanish Reds	Spanish Reds 750 small	XX	0.0	85.28	86.667	156.28	47.0	VNDR_NN4ULV	00/00/00	True	01/25/08
89575	Prod_40116813		Spanish Whites	Spanish Whites 750 small	A9	0.0	7.35	7.283	15.03	47.0	VNDR_NN4ULV	03/18/08	True	01/25/08
94651	Prod_37760477		Spanish Reds	Spanish Reds 750 small	A9	0.0	7.14	7.283	14.81	47.0	VNDR_NN4ULV	11/28/07	True	01/25/08
73335	Prod_69268940		Spanish Reds	Spanish Reds 750 small		0.0	42.95	46.267	68.89	47.0	VNDR_NN4ULV	04/18/07	True	01/25/08
20965	Prod_45429980		Spanish Reds	Spanish Reds 750 small	A9.2	0.0	11.45	11.813	25.98	47.0	VNDR_NN4ULV	06/01/09	True	01/25/08
34538	Prod_53826253		Spanish Reds	Spanish Reds 750 small	A8.1	0.0	4.98	7.4881	14.09	47.0	VNDR_NN4ULV	11/19/09	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
80592	Prod_42561130		Rose	Rose 750 small		0.0	4.31	4.9545	10.0	95.0	VNDR_ITLSIF	08/20/09	True	01/25/08
18110	Prod_72887710		Spanish Rose	Spanish Rose 750 small	A8 or 9	0.0	1.23	1.25	2.26	95.0	VNDR_ITLSIF	12/01/10	True	01/25/08
89309	Prod_59580251		Spanish Reds	Spanish Reds 750 large	A9.2	0.0	4.85	4.3848	10.71	95.0	VNDR_ITLSIF	04/27/09	True	01/25/08
37266	Prod_14718930	12	Port	Port 375 Old small	WALL	12.0	24.02	25.0	36.41	326.0	VNDR_UB1PI4	10/05/22	False	11/19/19
62992	Prod_17795260		Port	Port 375 Old small	WALL	0.0	56.9	56.67	77.66	326.0	VNDR_UB1PI4	10/05/22	True	11/19/19
92948	Prod_34027485		Portugal Table	Portugal Table 750 large	D7	0.0	4.87	4.7362	8.39	315.0	VNDR_AXECGW	05/13/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
16910	Prod_28971842		Spirits	Other Spirits 750	D3.3	0.0	14.91	14.5	24.48	64.0	VNDR_A49R76	11/17/14	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
10206	Prod_95382186		Oregon & Wash.	Oregon & Wash. 750 small	BB1.2	0.0	8.0	8.33	9.82	123.0	VNDR_VE4YSO	02/20/25	False	01/25/08
97054	Prod_23174410		Oregon & Wash.	Oregon & Wash. 750 small		0.0	3.32	3.9	7.61	123.0	VNDR_VE4YSO	07/02/08	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
97897	Prod_26203721		Oregon & Wash.	Oregon & Wash. 750 small	E1.2	0.0	5.89	5.417	8.17	123.0	VNDR_VE4YSO	08/11/11	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
33419	Prod_64006494		Oregon & Wash.	Oregon & Wash. 750 small	E1.1	0.0	7.0	6.8083	13.5	123.0	VNDR_VE4YSO	09/30/11	True	01/25/08
60636	Prod_42782426		Oregon & Wash.	Oregon & Wash. 750 small	E5	0.0	3.11	3.3149	7.77	123.0	VNDR_VE4YSO	11/11/11	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
60015	Prod_89979301		Oregon & Wash.	Oregon & Wash. 750 small	E1.2	0.0	6.62	6.5	13.68	123.0	VNDR_VE4YSO	10/01/11	True	01/25/08
64268	Prod_85722395		Italian Whites	Italian White 750 small	XX	0.0	5.26	5.333	10.27	22.0	VNDR_TX7BR8	02/13/07	True	01/25/08
97939	Prod_22351759		Italian Reds	Italian Red 750 small	B3.3	0.0	27.45	28.0	48.63	9.0	VNDR_93N529	12/01/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
28141	Prod_62158157		Italian Reds	Italian Red 750 small	XX	0.0	6.42	6.643	13.03	22.0	VNDR_TX7BR8	12/19/06	True	01/25/08
90356	Prod_59526616		Italian Reds	Italian Red 375 small		0.0	79.19	90.01	160.39	9.0	VNDR_93N529	03/26/10	True	01/25/08
81910	Prod_58545982		Italian Reds	Italian Red 375 small	B3.2	0.0	8.47	8.1056	14.95	9.0	VNDR_93N529	03/05/12	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
66044	Prod_72214665		Italian Reds	Italian Red 750 small	B3.1	0.0	6.28	6.417	14.04	9.0	VNDR_93N529	10/13/09	True	01/25/08
77214	Prod_52875195		Italian Whites	Italian White 750 small	BOGO	0.0	4.94	5.67	11.12	9.0	VNDR_93N529	07/02/08	True	01/25/08
43827	Prod_69032663		Italian Reds	Italian Red 375 small	OFFICE	0.0	108.83	127.29	221.21	9.0	VNDR_93N529	10/08/09	True	01/25/08
65820	Prod_43168709		Italian Reds	Italian Red 750 small	B3.1	0.0	7.36	7.6126	14.81	9.0	VNDR_93N529	03/01/12	True	01/25/08
72623	Prod_83343993		Italian Reds	Italian Red 375 small	B3.2	0.0	6.81	7.17	15.2	9.0	VNDR_6FTAVN	07/26/11	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
91734	Prod_91594550		Italian Reds	Italian Red 750 small	B3.2	0.0	12.83	13.4635	24.52	9.0	VNDR_93N529	04/12/12	True	01/25/08
85450	Prod_76157841		Italian Reds	Italian Red 750 small	B3.3	0.0	28.65	30.5	53.27	9.0	VNDR_93N529	12/03/08	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
32299	Prod_17196796		California Red	California Red 750 large	XX	0.0	5.42	5.7974	11.09	100.0	VNDR_AKXLE3	07/12/07	True	01/25/08
53585	Prod_32944961		California Whites	California Whites 750 large	XX	0.0	5.23	5.3985	10.63	100.0	VNDR_AKXLE3	06/25/07	True	01/25/08
74044	Prod_44069214		California Red	California Red 750 large	XX	0.0	4.3	5.0015	10.86	100.0	VNDR_AKXLE3	06/25/07	True	01/25/08
52557	Prod_57309385		California Red	California Red 750 large	XX	0.0	4.46	5.7177	11.32	100.0	VNDR_AKXLE3	06/25/07	True	01/25/08
59080	Prod_91970671		California Red	California Red 750 large	XX	0.0	4.47	5.0015	10.57	100.0	VNDR_AKXLE3	06/25/07	True	01/25/08
12693	Prod_40081500		Spanish Reds	Spanish Reds 750 small	XX	0.0	4.65	4.868	9.69	105.0	VNDR_R05N98	08/02/07	True	01/25/08
79163	Prod_30120143		Spanish Reds	Spanish Reds 750 small		0.0	18.58	28.42	45.98	47.0	VNDR_NN4ULV	02/27/13	True	01/25/08
35939	Prod_59211240		California Red	California Red 750 large	XX	0.0	39.92	40.97	63.52	41.0	VNDR_QRZSL3	11/01/04	True	01/25/08
58925	Prod_35908775		California Red	California Red 750 small	bogo	0.0	19.06	19.201	30.71	80.0	VNDR_6U3IWQ	05/04/09	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
52941	Prod_51125783		Italian Reds	Italian Red 750 small	B4.3	0.0	15.14	15.526	25.66	108.0	VNDR_NA11JI	12/11/08	True	01/25/08
31834	Prod_68607583	six pack	Italian Reds	Italian Red 750 small	WALL	0.0	28.58	29.5	41.18	9.0	VNDR_93N529	10/04/22	True	01/25/08
28047	Prod_70768134	6	Italian Reds	Italian Red 750 small	B3.1	31.0	11.09	11.2666	20.74	9.0	VNDR_93N529	07/28/25	False	01/25/08
36105	Prod_46428168	6-pack case	Italian Reds	Italian Red 750 small	B4.1	0.0	10.78	11.09	17.88	9.0	VNDR_93N529	11/20/19	True	01/25/08
85766	Prod_63530112		Italian Reds	Italian Red 750 small	XX	0.0	112.83	120.0	217.83	108.0	VNDR_NA11JI	00/00/00	True	01/25/08
25707	Prod_81630812		Italian Reds	Italian Red 750 small	XX	0.0	78.29	83.0	148.49	108.0	VNDR_NA11JI	00/00/00	True	01/25/08
31976	Prod_32460040		Italian Reds	Italian Red 750 small	XX	0.0	75.59	81.388	138.09	9.0	VNDR_93N529	08/14/06	True	01/25/08
54262	Prod_20934424		Italian Reds	Italian Red 1.5 small	B4.3	0.0	141.31	140.5	219.22	9.0	VNDR_93N529	08/06/12	True	01/25/08
33776	Prod_82966484		Italian Reds	Italian Red 375 small	B4.2	0.0	6.8	6.67	14.81	9.0	VNDR_93N529	04/18/13	True	01/25/08
40080	Prod_76810999	6-pack case	Italian Reds	Italian Red 750 small	B4.2	0.0	17.43	16.9036	27.3	9.0	VNDR_93N529	03/23/20	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
