part_code	product_name	description	category_name	sub_category_name	location	total_onhand	cost	weighted_cost	price	vendor_code	vendor_name	date_last_sold	discontinued	date_created
15311	Prod_85117826										VNDR_W2D030			
26896	Prod_68737279		Spirits	Armagnac 750	D3.4	0.0	26.91	26.67	42.58	64.0	VNDR_A49R76	01/01/15	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
56175	Prod_51182264		Beer Imported	Beer Imp. 12 x 25.4 oz.	XX	0.0	52.02	55.45	77.65	133.0	VNDR_MAZ7BT	09/27/07	True	01/25/08
17805	Prod_35184748		Beer Imported	Beer Imp. 12 x 16.9oz.	G4.3	0.0	30.62	29.95	51.2	133.0	VNDR_MAZ7BT	04/23/09	True	01/25/08
15237	Prod_78727364		Beer Imported	Beer Imp. 12 x 25.4 oz.	G4.3	0.0	30.98	34.735	52.97	133.0	VNDR_MAZ7BT	07/24/09	True	01/25/08
30056	Prod_86595176		Spanish Reds	Spanish Reds 750 small	A9	0.0	7.23	7.167	14.29	47.0	VNDR_NN4ULV	01/07/10	True	01/25/08
55543	Prod_80569596		Italian Reds	Italian Red 750 small	B3.2	0.0	43.13	45.0	65.94	9.0	VNDR_93N529	06/21/23	True	01/25/08
66556	Prod_37609699		Italian Reds	Italian Red 750 small	B3.3	0.0	32.81	33.0	50.84	9.0	VNDR_6FTAVN	10/01/20	True	01/25/08
13343	Prod_65511381		Italian Reds	Italian Red 750 small	B8.3	0.0	16.78	16.5366	27.58	36.0	VNDR_YAAG04	04/01/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
23500	Prod_70202263		Italian Reds	Italian Red 750 small	XX	0.0	14.17	14.43	24.29	36.0	VNDR_YAAG04	12/13/05	True	01/25/08
63222	Prod_45439141		Spanish Reds	Spanish Reds 750 small	A9	0.0	5.6	5.7378	12.04	129.0	VNDR_NSTFNX	02/06/08	True	01/25/08
39375	Prod_59616515		Spanish Reds	Spanish Reds 750 small	A9.1	0.0	3.26	3.5642	8.39	129.0	VNDR_NSTFNX	11/18/08	True	01/25/08
19662	Prod_31513212		Rose	Rose 750 small	B6	0.0	8.43	9.0346	16.25	45.0	VNDR_QQL8QP	04/13/09	True	01/25/08
26964	Prod_21269307		Italian Reds	Italian Red 750 large	B6.2	0.0	8.72	8.6	15.69	45.0	VNDR_QQL8QP	10/15/09	True	01/25/08
69638	Prod_84260719		Spanish Reds	Spanish Reds 750 small	XX	0.0	10.31	11.88	20.34	77.0	VNDR_QCSXV0	09/06/05	True	01/25/08
83666	Prod_12746525		Spanish Reds	Spanish Reds 750 large	XX	0.0	6.69	7.41	12.99	47.0	VNDR_NN4ULV	02/23/06	True	01/25/08
95067	Prod_58173642		Spanish Reds	Spanish Reds 750 large	A9	0.0	16.19	15.917	30.84	47.0	VNDR_NN4ULV	08/18/08	True	01/25/08
77215	Prod_70218842		Spanish Reds	Spanish Reds 750 large	A9.1	0.0	18.48	18.4	27.93	124.0	VNDR_86SLSZ	09/17/24	True	01/25/08
79042	Prod_78305970		Spanish Reds	Spanish Reds 750 large	AA1.2	5.0	28.72	30.8	44.84	124.0	VNDR_86SLSZ	03/02/25	False	01/25/08
23284	Prod_31053216		Italian Reds	Italian Red 750 small	XX	0.0	30.11	31.767	53.14	106.0	VNDR_7MZLIL	05/18/07	True	01/25/08
82789	Prod_83739881		Italian Reds	Italian Red 750 small	XX	0.0	20.32	21.1762	35.54	106.0	VNDR_7MZLIL	05/18/07	True	01/25/08
94664	Prod_31512895		Italian Reds	Italian Red 750 small	XX	0.0	7.76	7.5268	15.41	106.0	VNDR_7MZLIL	02/20/07	True	01/25/08
71389	Prod_72930670		Italian Reds	Italian Red 750 small	XX	0.0	8.32	8.9857	14.89	106.0	VNDR_7MZLIL	06/19/07	True	01/25/08
19435	Prod_32540228		French Whites	French White 750 small	A4	0.0	4.99	5.3	9.91	7.0	VNDR_9NWZAO	09/05/07	True	01/25/08
64340	Prod_87343013		French Reds	French Red 750 large	A2	0.0	10.31	11.395	18.11	134.0	VNDR_T7K3KB	02/18/08	True	01/25/08
54078	Prod_54153685		French Reds	French Red 375 large	BOGO	0.0	6.1	6.2888	10.71	134.0	VNDR_T7K3KB	07/01/08	True	01/25/08
88832	Prod_15628932		French Reds	French Red 750 small	A6	0.0	6.76	6.7	13.12	47.0	VNDR_NN4ULV	11/19/07	True	01/25/08
61293	Prod_86776830		Portugal Table	Portugal Table 750 large	D6.1	0.0	4.21	4.333	8.97	38.0	VNDR_V1IXAP	05/27/13	True	01/25/08
88781	Prod_52102115		French Whites	French White 750 small	A5.1	0.0	6.42	3.74	11.75	124.0	VNDR_86SLSZ	07/22/25	False	01/25/08
70403	Prod_66862296		French Whites	French White 750 small	A6.2	0.0	5.19	5.42	10.38	124.0	VNDR_XS01SD	07/21/16	True	01/25/08
39124	Prod_55176156		Sparkling	Sparkling 1.5 small	XX	0.0	26.09	27.907	46.21	35.0	VNDR_FCY4C3	00/00/00	True	01/25/08
53919	Prod_63576690		French Whites	French White 750 small	XX	0.0	8.45	10.738	20.45	47.0	VNDR_NN4ULV	02/28/08	True	01/25/08
45247	Prod_63652730		French Whites	French White 375 small	XX	0.0	6.44	6.937	12.99	47.0	VNDR_NN4ULV	05/01/06	True	01/25/08
72752	Prod_33329953		French Reds	French Red 750 small	XX	0.0	37.95	40.328	64.2	91.0	VNDR_3VA7PE	11/07/05	True	01/25/08
66573	Prod_87273867		French Reds	French Red 750 small	XX	0.0	47.26	48.791	80.95	91.0	VNDR_3VA7PE	00/00/00	True	01/25/08
69101	Prod_51991139		French Reds	French Red 750 small	A2.4	0.0	52.84	55.5	91.9	91.0	VNDR_3VA7PE	11/10/08	True	01/25/08
36646	Prod_62615966		French Reds	French Red 750 small	XX	0.0	19.37	21.855	36.56	91.0	VNDR_3VA7PE	09/20/06	True	01/25/08
33049	Prod_48161630		Rose	Rose 750 small	A6.2	0.0	6.36	6.83	12.11	336.0	VNDR_ZV9HC0	06/11/20	True	01/25/08
89605	Prod_30573441		Portugal Table	Portugal Table 750 large	D5.1	0.0	3.89	4.0806	8.52	42.0	VNDR_7DPDE8	12/13/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
78385	Prod_16434120	12-packs	Craft Spirits	Craft Spirits over 10% 750ml	E5.1	0.0	15.22	15.0	20.99	365.0	VNDR_U5EB75	07/06/21	True	11/18/19
50158	Prod_75774206		Port	Port 375 Old small	WALL	0.0	142.98	141.67	189.89	326.0	VNDR_UB1PI4	12/08/21	True	11/19/19
75417	Prod_46696558		Port	Port 375 Old small	WALL	0.0	82.96	86.67	124.31	326.0	VNDR_UB1PI4	12/08/21	True	11/19/19
33289	Prod_75606216		French Reds	French Red 750 small	WALL	0.0	14.48	15.17	24.59	132.0	VNDR_FHSZ8T	03/24/21	True	01/25/08
19823	Prod_17353515	12-pack	Craft Spirits	Craft Spirits over 10% 750ml	E5.1	0.0	14.3	15.0	20.87	365.0	VNDR_U5EB75	07/06/21	True	11/18/19
70160	Prod_81987988		French Reds	French Red 750 small	A3.1	0.0	13.51	14.199	30.79	132.0	VNDR_FHSZ8T	02/17/21	True	01/25/08
51975	Prod_67268766		French Reds	French Red 750 small	A5.1	0.0	5.88	6.0	10.21	35.0	VNDR_FCY4C3	02/29/16	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
19540	Prod_89012199		French Reds	French Red 750 small	A4.2	0.0	9.79	10.3636	21.26	132.0	VNDR_FHSZ8T	11/16/16	True	01/25/08
26364	Prod_19255682		French Reds	French Red 375 small	A4.2	0.0	6.53	6.911	13.85	132.0	VNDR_FHSZ8T	12/06/12	True	01/25/08
14611	Prod_58216475		French Reds	French Red 1.5 small		0.0	131.45	141.0	217.88	132.0	VNDR_FHSZ8T	05/20/16	True	01/25/08
37663	Prod_89061012		French Reds	French Red 750 small	A3.1	0.0	7.18	7.59	14.86	132.0	VNDR_FHSZ8T	01/06/16	True	01/25/08
61991	Prod_60728635		French Reds	French Red 375 small	A3.3	0.0	6.18	6.18	11.41	132.0	VNDR_FHSZ8T	08/30/18	True	01/25/08
67679	Prod_63520470		Spirits	Armagnac 750	F4.3	0.0	38.05	40.055	57.85	7.0	VNDR_9NWZAO	11/14/24	True	01/25/08
15311	Prod_85117826				F4.3						VNDR_W2D030			
40977	Prod_45768490		French Reds	French Red 750 small	A4.2	0.0	15.67	15.848	30.41	132.0	VNDR_FHSZ8T	05/30/12	True	01/25/08
59115	Prod_64604476		French Reds	French Red 750 small	A4.2	0.0	11.31	11.11	21.51	132.0	VNDR_FHSZ8T	09/29/16	True	01/25/08
98223	Prod_45001385		French Reds	French Red 750 small		0.0	7.47	7.3333	10.8	404.0	VNDR_93CKJZ	03/19/24	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
70890	Prod_79503116		French Reds	French Red 750 small	A7.3	0.0	36.21	38.75	71.33	111.0	VNDR_6YWBI4	09/16/10	True	01/25/08
76387	Prod_44540741		French Whites	French White 750 small	XX	0.0	9.88	10.0	16.73	7.0	VNDR_9NWZAO	00/00/00	True	01/25/08
28071	Prod_83129837		French Whites	French White 750 small	A3.3	0.0	9.65	9.573	20.03	132.0	VNDR_FHSZ8T	11/17/11	True	01/25/08
69275	Prod_12703505		French Whites	French White 750 small	A3	0.0	5.91	6.233	12.2	103.0	VNDR_ZKARK6	08/01/08	True	01/25/08
82369	Prod_80430094		Rose	Rose 750 small	A3	0.0	20.71	21.69	36.65	91.0	VNDR_3VA7PE	08/21/08	True	01/25/08
21938	Prod_72449083		French Reds	French Red 750 small	A3.2	0.0	26.95	26.0474	43.96	91.0	VNDR_3VA7PE	01/15/09	True	01/25/08
45195	Prod_11299730		Spirits	Armagnac 750	D2	0.0	45.29	48.1	78.65	7.0	VNDR_9NWZAO	09/25/08	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
14000	Prod_62287472		Spirits	Armagnac 750	D1	0.0	47.23	52.8262	85.99	7.0	VNDR_9NWZAO	06/11/07	True	01/25/08
80588	Prod_74166564		French Reds	French Red 750 small	A6.2	0.0	18.22	18.75	34.89	111.0	VNDR_6YWBI4	07/06/10	True	01/25/08
48304	Prod_62533670		French Reds	French Red 750 small	A6.3	0.0	26.41	27.917	49.18	111.0	VNDR_6YWBI4	09/03/09	True	01/25/08
79449	Prod_33543748		French Reds	French Red 750 small	A5.2	6.0	11.06	11.1137	18.2	404.0	VNDR_93CKJZ	08/01/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
92986	Prod_43106963		French Reds	French Red 750 small	A6.4	0.0	28.85	30.417	52.43	111.0	VNDR_6YWBI4	09/02/09	True	01/25/08
99643	Prod_70717306		French Reds	French Red 375 small	XX	0.0	5.26	5.4616	9.45	7.0	VNDR_9NWZAO	11/15/07	True	01/25/08
30764	Prod_77036283		French Reds	French Red 750 small	A6.3	0.0	51.16	52.5	98.93	111.0	VNDR_6YWBI4	08/26/09	True	01/25/08
96027	Prod_50700617		Spirits	Armagnac 750	D3.4	0.0	34.02	36.0	53.12	63.0	VNDR_19GU6R	12/15/16	True	01/25/08
48494	Prod_73494984		Spirits	Armagnac 750	D3.4	0.0	40.24	40.0	59.88	63.0	VNDR_19GU6R	01/01/15	True	01/25/08
13373	Prod_11343744		Spirits	Armagnac 750	D2.3	0.0	23.2	23.0	36.03	63.0	VNDR_19GU6R	12/19/19	True	01/25/08
22161	Prod_47288748		Spirits	Eau de Vie and Grappa 750	D1	0.0	0.0	0.0	29.81	22.0	VNDR_TX7BR8	12/20/07	True	01/25/08
37350	Prod_25388140	3/750 ml	French Reds	French Red 750 large		0.0	541.82	534.0	736.77	167.0	VNDR_NKO51N	01/16/25	False	01/25/08
35351	Prod_43716317		French Whites	French White 375 small	A5.3	39.0	11.47	11.433	18.42	404.0	VNDR_93CKJZ	06/20/25	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
98668	Prod_44070352		French Whites	French White 750 small	A5.2	0.0	7.96	8.17	12.5	111.0	VNDR_6YWBI4	09/18/24	True	01/25/08
25305	Prod_83802401		French Reds	French Red 750 small	A3.1	0.0	5.69	5.667	12.7	52.0	VNDR_X2MFB8	03/03/09	True	01/25/08
85353	Prod_58086603		French Reds	French Red 750 small	XX	0.0	5.14	5.0	10.14	7.0	VNDR_9NWZAO	08/25/05	True	01/25/08
86797	Prod_64270897		Rose	Rose 750 small	A5	0.0	4.84	5.0028	9.12	7.0	VNDR_9NWZAO	06/26/07	True	01/25/08
75953	Prod_35305063		French Reds	French Red 750 small	XX	0.0	12.98	13.77	24.12	91.0	VNDR_3VA7PE	00/00/00	True	01/25/08
67458	Prod_47202695		French Reds	French Red 750 small	A4.1	0.0	5.89	5.9324	10.38	404.0	VNDR_93CKJZ	06/20/25	False	01/25/08
30358	Prod_72175538		French Reds	French Red 750 small	XX	0.0	6.43	6.5	11.82	7.0	VNDR_9NWZAO	01/08/04	True	01/25/08
13267	Prod_42554423		French Reds	French Red 750 small	A4.1	40.0	6.4	6.7	12.05	124.0	VNDR_86SLSZ	08/03/25	False	01/25/08
92745	Prod_54149855		French Reds	French Red 750 large	XX	0.0	20.68	20.7167	33.63	40.0	VNDR_K5O9EK	05/11/06	True	01/25/08
99588	Prod_10130323		French Reds	French Red 750 large	XX	0.0	18.34	19.863	33.19	40.0	VNDR_K5O9EK	10/06/05	True	01/25/08
48513	Prod_16938586		French Reds	French Red 750 large	XX	0.0	16.2	18.1511	27.51	40.0	VNDR_K5O9EK	06/12/06	True	01/25/08
36092	Prod_19000335		French Reds	French Red 750 large	XX	0.0	11.91	12.3539	19.84	47.0	VNDR_NN4ULV	05/11/06	True	01/25/08
21338	Prod_54094792		French Reds	French Red 750 large	XX	0.0	179.05	183.333	293.85	40.0	VNDR_K5O9EK	00/00/00	True	01/25/08
10412	Prod_27995498		French Reds	French Red 1.5 large	XX	0.0	385.81	411.667	668.9	40.0	VNDR_K5O9EK	00/00/00	True	01/25/08
17543	Prod_83931585		French Reds	French Red 750 large	XX	0.0	44.53	46.23	72.28	40.0	VNDR_K5O9EK	02/21/06	True	01/25/08
43496	Prod_85491706		French Reds	French Red 750 large	COSTCO	0.0	87.37	45.7701	89.06	167.0	VNDR_NKO51N	12/14/06	False	01/25/08
70692	Prod_64710864		French Reds	French Red 750 large	XX	0.0	20.31	22.257	34.45	40.0	VNDR_K5O9EK	08/10/06	True	01/25/08
99084	Prod_29804845		French Rose	French Rose 750 small	D6.3	0.0	8.98	8.75	13.08	38.0	VNDR_V1IXAP	01/17/14	True	01/25/08
54425	Prod_35098537		Other Wines	Other Wines 750 small		0.0	8.61	8.5488	13.42	38.0	VNDR_V1IXAP	09/01/09	True	01/25/08
48756	Prod_52152773		Other Wines	Other Wines 750 small	_Wall Rack	0.0	8.62	6.5	13.76	38.0	VNDR_V1IXAP	05/24/12	True	01/25/08
28888	Prod_73503960		Other Wines	Other Wines 750 small	D6.2	0.0	11.62	11.5773	21.28	38.0	VNDR_V1IXAP	08/06/12	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
45735	Prod_29838802		French Sparkling	French Sparkling 750 small	D6.2	0.0	6.14	6.417	10.45	38.0	VNDR_V1IXAP	01/12/12	True	01/25/08
57295	Prod_72291204		French Sparkling	French Sparkling 1.5 small		0.0	30.69	32.0	59.47	38.0	VNDR_V1IXAP	05/11/07	True	01/25/08
93042	Prod_44634993		French Sparkling	French Sparkling 750 small		0.0	29.43	30.0	50.67	38.0	VNDR_V1IXAP	08/05/09	True	01/25/08
95999	Prod_26951829	6/750	French Reds	French Red 750 small		0.0	59.59	59.0	158.32	167.0	VNDR_NKO51N	12/12/24	False	01/25/08
27955	Prod_24851089	6/750	French Reds	French Red 750 small		0.0	37.12	37.75	51.15	167.0	VNDR_NKO51N	11/03/10	False	01/25/08
47841	Prod_79250403		French Reds	French Red 750 small	A3.3	0.0	50.92	51.425	70.37	38.0	VNDR_V1IXAP	10/28/10	True	01/25/08
80640	Prod_37867311		French Reds	French Red 750 small	A1.3	0.0	141.85	140.433	202.52	38.0	VNDR_V1IXAP	07/27/11	True	01/25/08
75510	Prod_76627967		Other Wines	Other Wines 750 small	D5.3	0.0	26.66	28.167	40.58	38.0	VNDR_V1IXAP	04/10/13	True	01/25/08
44911	Prod_14159592		Other Wines	Other Wines 750 small	D5.3	0.0	23.62	25.333	38.96	38.0	VNDR_V1IXAP	04/10/13	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
69031	Prod_81536334		Other Wines	Other Wines 750 small		0.0	29.82	30.167	42.75	38.0	VNDR_V1IXAP	12/01/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
98726	Prod_44934760		French Reds	French Red 750 small		0.0	979.57	1007.0	1338.44	167.0	VNDR_NKO51N	10/18/24	False	01/25/08
17357	Prod_48285074		French Reds	French Red 750 small		0.0	50.16	50.912	68.85	38.0	VNDR_V1IXAP	11/03/10	True	01/25/08
42479	Prod_80257203		Other Wines	Other Wines 750 small	BOGO	0.0	15.4	15.823	29.5	38.0	VNDR_V1IXAP	12/14/09	True	01/25/08
71476	Prod_52905111		French Reds	French Red 750 small	A5.1	0.0	5.59	5.833	12.2	47.0	VNDR_NN4ULV	12/03/09	True	01/25/08
54811	Prod_44376775		French Reds	French Red 750 small	XX	0.0	10.67	11.0	17.33	47.0	VNDR_NN4ULV	00/00/00	True	01/25/08
46208	Prod_34510866		Rose	Rose 750 small	XX	0.0	6.13	6.418	11.17	47.0	VNDR_NN4ULV	01/18/06	True	01/25/08
30150	Prod_25385367		California Red	California Red 750 small	C2.3	0.0	17.05	16.6666	65.1	127.0	VNDR_GY9X0V	06/17/19	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
81180	Prod_65139581		California Whites	California Whites 750 small	BOGO	0.0	4.11	4.1667	25.7	127.0	VNDR_GY9X0V	06/17/19	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
53286	Prod_40401855		California Red	California Red 375 small	C2.3	0.0	10.44	10.8333	31.71	127.0	VNDR_GY9X0V	06/17/19	True	01/25/08
78450	Prod_76499599		California Whites	California Whites 750 small	C2.1	0.0	4.71	0.0	9.97	127.0	VNDR_GY9X0V	06/17/19	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
31352	Prod_39654938		California Whites	California Whites 750 small	C2.2	0.0	8.49	0.0	15.53	127.0	VNDR_GY9X0V	06/17/19	True	01/25/08
65069	Prod_68692836		French Reds	French Red 750 small	A6.1	0.0	12.97	13.56	25.0	132.0	VNDR_FHSZ8T	03/09/21	True	01/25/08
15311	Prod_85117826				A6.1						VNDR_W2D030			
24397	Prod_76626722		French Whites	French White 375 small	A5	0.0	12.22	12.165	21.42	35.0	VNDR_FCY4C3	08/01/07	True	01/25/08
51555	Prod_31046029		French Reds	French Red 750 small	A3.3	0.0	8.4	8.85	17.79	132.0	VNDR_FHSZ8T	12/14/12	True	01/25/08
56959	Prod_29450142		French Reds	French Red 750 small	A3.2	0.0	15.37	16.25	23.65	132.0	VNDR_FHSZ8T	09/09/20	True	01/25/08
10728	Prod_88820764		French Reds	French Red 1.5 small	A4.1	0.0	15.39	16.36	37.42	132.0	VNDR_FHSZ8T	06/23/20	True	01/25/08
60517	Prod_55713172		California Red	California Red 750 small	XX	0.0	14.82	15.3406	24.69	48.0	VNDR_CXQRW1	11/09/05	True	01/25/08
76234	Prod_49602569		California Whites	California Whites 750 small	XX	0.0	14.89	12.6329	25.15	48.0	VNDR_CXQRW1	05/18/07	True	01/25/08
49954	Prod_36420280		California Whites	California Whites 750 small	XX	0.0	0.0	0.0	25.42	48.0	VNDR_CXQRW1	09/22/05	True	01/25/08
57280	Prod_59049226		Spirits	Brandy 750	D2	0.0	7.29	7.5095	14.69	86.0	VNDR_ARS49I	12/11/07	True	01/25/08
89459	Prod_86968001	6	Spirits	Other Spirits 750	F4.2	16.0	13.95	13.8333	22.65	11.0	VNDR_X243TT	10/10/24	False	01/25/08
15311	Prod_85117826										VNDR_W2D030			
26779	Prod_13693716		Spirits	Other Spirits 750	G1.3	0.0	13.33	13.0022	26.1	11.0	VNDR_X243TT	06/20/11	True	01/25/08
73932	Prod_24638156		Sake	Sake 300 small		0.0	15.6	16.186	26.47	11.0	VNDR_X243TT	07/16/07	True	01/25/08
82936	Prod_58518945		Sake	Sake 720 large		0.0	18.58	19.773	33.68	11.0	VNDR_X243TT	07/16/07	True	01/25/08
34466	Prod_74204122		Australia	Australia 750 small	XX	0.0	5.54	6.1951	10.57	45.0	VNDR_QQL8QP	02/10/05	True	01/25/08
46939	Prod_71894550		Australia	Australia 750 small	XX	0.0	7.06	7.9667	13.63	45.0	VNDR_QQL8QP	06/01/05	True	01/25/08
79896	Prod_91859151		Australia	Australia 750 small	XX	0.0	7.8	8.8624	14.94	45.0	VNDR_QQL8QP	06/07/05	True	01/25/08
45270	Prod_11430382		Portugal Table	Portugal Table 750 small	D2.3	0.0	12.62	12.667	23.17	26.0	VNDR_SPAXME	12/31/15	True	01/25/08
69163	Prod_30743974		Portugal Table	Portugal Table 750 small	G2.3	0.0	35.36	36.03	57.21	26.0	VNDR_SPAXME	01/03/11	True	01/25/08
92637	Prod_42489722		French Reds	French Red 750 small	A3	0.0	20.98	21.89	36.02	91.0	VNDR_3VA7PE	05/21/08	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
61934	Prod_19117521		French Whites	French White 750 small	BOGO	0.0	18.94	20.038	31.27	91.0	VNDR_3VA7PE	02/25/08	True	01/25/08
74895	Prod_86925782		French Reds	French Red 750 small	A3	0.0	36.12	36.048	60.97	91.0	VNDR_3VA7PE	11/07/07	True	01/25/08
42307	Prod_10183012		French Reds	French Red 750 small		0.0	40.17	41.593	66.01	91.0	VNDR_3VA7PE	11/19/07	True	01/25/08
64098	Prod_36433458		French Reds	French Red 750 large	XX	0.0	8.42	8.793	14.85	47.0	VNDR_NN4ULV	09/16/05	True	01/25/08
70921	Prod_18832619		Spanish Reds	Spanish Reds 750 small	XX	0.0	59.72	62.247	102.55	47.0	VNDR_NN4ULV	11/30/05	True	01/25/08
15486	Prod_78330326		Spanish Reds	Spanish Reds 750 small	XX	0.0	17.89	17.206	30.94	47.0	VNDR_NN4ULV	10/13/04	True	01/25/08
18335	Prod_26155151	6	Spanish Reds	Spanish Reds 750 small	A9.2	8.0	55.44	52.77	76.31	341.0	VNDR_3X4SNI	07/22/25	False	01/25/08
96900	Prod_84994819		Spanish Reds	Spanish Reds 750 large	A9.3	0.0	43.82	44.99	78.61	124.0	VNDR_XS01SD	03/01/11	True	01/25/08
99112	Prod_17254758		French Whites	French White 375 small	A1.3	0.0	9.38	9.833	16.91	7.0	VNDR_9NWZAO	05/28/13	True	01/25/08
21130	Prod_55874998		Spanish Reds	Spanish Reds 750 small	XX	0.0	12.26	13.593	21.58	42.0	VNDR_7DPDE8	09/29/04	True	01/25/08
97508	Prod_20699374		Spanish Reds	Spanish Reds 750 large	A9.3	0.0	41.92	44.03	79.54	124.0	VNDR_XS01SD	08/16/10	True	01/25/08
70566	Prod_53101938	6- pack case	Spanish Reds	Spanish Reds 750 small	A9.3	0.0	41.27	43.75	68.98	124.0	VNDR_XS01SD	08/05/18	True	01/25/08
76703	Prod_80227453		Spanish Whites	Spanish Whites 750 small	A9.3	0.0	30.44	29.69	41.97	124.0	VNDR_XS01SD	12/09/16	True	01/25/08
37192	Prod_18559236		Sparkling	Sparkling 750 large	XX	0.0	4.23	4.827	9.63	83.0	VNDR_D79GEK	09/13/06	True	01/25/08
11062	Prod_24804243		Australia	Australia 750 large	XX	0.0	3.55	3.8999	7.4	83.0	VNDR_D79GEK	08/24/07	True	01/25/08
94076	Prod_55856351		Australia	Australia 750 large	XX	0.0	3.39	3.9	7.21	83.0	VNDR_D79GEK	08/24/07	True	01/25/08
99780	Prod_24437185		Australia	Australia 750 large	XX	0.0	3.37	3.9	7.0	83.0	VNDR_D79GEK	10/04/07	True	01/25/08
31545	Prod_32925425		Australia	Australia 750 large	XX	0.0	3.58	3.8186	7.3	83.0	VNDR_D79GEK	05/16/07	True	01/25/08
31689	Prod_62320612		Italian Sparkling	Italian Sparkling 187 large	B8.3	0.0	67.66	70.0	112.78	64.0	VNDR_A49R76	09/02/09	True	01/25/08
21174	Prod_63255894		Sparkling	Sparkling 750 large	XX	0.0	6.78	7.0312	13.0	64.0	VNDR_A49R76	12/27/06	True	01/25/08
98461	Prod_46494108		Italian Whites	Italian White 750 small	XX	0.0	6.12	6.82	11.92	13.0	VNDR_1MC9SU	09/13/06	True	01/25/08
19348	Prod_84523027		Italian Reds	Italian Red 750 small	XX	0.0	4.41	4.653	8.74	91.0	VNDR_3VA7PE	04/05/06	True	01/25/08
33714	Prod_10589278		Italian Reds	Italian Red 1.5 small	XX	0.0	6.81	7.485	15.01	91.0	VNDR_3VA7PE	06/06/06	True	01/25/08
48102	Prod_56872975		Italian Whites	Italian White 750 small	XX	0.0	4.37	4.653	9.08	91.0	VNDR_3VA7PE	01/18/06	True	01/25/08
84460	Prod_69918725		Italian Whites	Italian White 1.5 small	XX	0.0	7.03	7.485	15.42	91.0	VNDR_3VA7PE	06/04/07	True	01/25/08
99930	Prod_42561723		Italian Reds	Italian Red 750 small	B7.2	0.0	16.52	16.5	29.93	45.0	VNDR_QQL8QP	10/07/10	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
16801	Prod_11384679		Italian Reds	Italian Red 750 small	B7.1	0.0	7.36	7.2329	14.88	45.0	VNDR_QQL8QP	03/19/10	True	01/25/08
82267	Prod_84977341		Italian Reds	Italian Red 750 small	B7.2	0.0	8.35	8.667	17.25	45.0	VNDR_QQL8QP	10/14/10	True	01/25/08
58136	Prod_75246578		Italian Reds	Italian Red 750 small	B7.2	0.0	15.62	16.42	29.81	45.0	VNDR_QQL8QP	06/25/09	True	01/25/08
33625	Prod_81556964		Italian Reds	Italian Red 750 small	XX	0.0	5.07	5.3991	10.9	9.0	VNDR_93N529	05/14/08	True	01/25/08
92873	Prod_28142445		Italian Reds	Italian Red 750 small	B4.1	0.0	3.92	4.5893	10.28	9.0	VNDR_6FTAVN	01/03/11	True	01/25/08
82592	Prod_48416205		Italian Reds	Italian Red 1.5 small		0.0	56.76	64.5	108.2	9.0	VNDR_93N529	05/15/20	True	01/25/08
87052	Prod_13733893		Italian Whites	Italian White 750 small	XX	0.0	5.71	5.631	10.88	22.0	VNDR_TX7BR8	11/09/06	True	01/25/08
54261	Prod_58838304		Italian Reds	Italian Red 375 small	B3.2	70.0	4.27	4.3893	8.96	9.0	VNDR_93N529	07/30/25	False	01/25/08
11542	Prod_50777098		Italian Reds	Italian Red 750 small	B3.1	83.0	6.93	7.4902	13.86	9.0	VNDR_93N529	08/04/25	False	01/25/08
31677	Prod_76526163		Italian Reds	Italian Red 750 small	B3.1	59.0	4.99	5.0792	11.79	9.0	VNDR_93N529	08/04/25	False	01/25/08
56732	Prod_58905296		Italian Reds	Italian Red 750 small	B4.1	0.0	7.72	7.795	12.28	9.0	VNDR_6FTAVN	03/31/20	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
60343	Prod_26556077		Italian Reds	Italian Red 375 small	B4.2	0.0	4.78	4.88	8.62	9.0	VNDR_6FTAVN	10/05/20	True	01/25/08
15311	Prod_85117826										VNDR_W2D030			
49081	Prod_41562222		French Whites	French White 750 small		0.0	149.1	145.42	163.82	147.0	VNDR_WWCRT8	09/26/08	True	01/25/08
72856	Prod_79217962		French Whites	French White 750 small		0.0	307.72	310.9	334.91	147.0	VNDR_WWCRT8	09/26/08	True	01/25/08
98858	Prod_56455539		New Zealand	New Zealand 750 large	BOGO	0.0	6.61	6.9773	12.09	118.0	VNDR_M745WU	09/10/08	True	01/25/08
