ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-03-03,167186.8592286292,113771.3080862077,204559.46668194744,167186.8592286292,167186.8592286292,-8712.950865338373,-8712.950865338373,-8712.950865338373,-8712.950865338373,-8712.950865338373,-8712.950865338373,0.0,0.0,0.0,158473.90836329083
2024-03-10,167100.33607743704,108402.809676986,198258.68429367893,167100.33607743704,167100.33607743704,-13770.245749481195,-13770.245749481195,-13770.245749481195,-13770.245749481195,-13770.245749481195,-13770.245749481195,0.0,0.0,0.0,153330.09032795584
2024-03-17,167013.81292624486,104648.55371667852,189746.06764842873,167013.81292624486,167013.81292624486,-19683.728374041475,-19683.728374041475,-19683.728374041475,-19683.728374041475,-19683.728374041475,-19683.728374041475,0.0,0.0,0.0,147330.0845522034
2024-03-24,166927.2897750527,103599.513989038,189205.4334309004,166927.2897750527,166927.2897750527,-19296.671382401364,-19296.671382401364,-19296.671382401364,-19296.671382401364,-19296.671382401364,-19296.671382401364,0.0,0.0,0.0,147630.61839265132
2024-03-31,166840.76662386052,111424.09955993711,198754.2535797007,166840.76662386052,166840.76662386052,-13028.477096617002,-13028.477096617002,-13028.477096617002,-13028.477096617002,-13028.477096617002,-13028.477096617002,0.0,0.0,0.0,153812.28952724353
2024-04-07,166754.24347266834,115357.07277379144,204107.49189317186,166754.24347266834,166754.24347266834,-7243.374500794119,-7243.374500794119,-7243.374500794119,-7243.374500794119,-7243.374500794119,-7243.374500794119,0.0,0.0,0.0,159510.8689718742
2024-04-14,166667.72032147614,114017.62772793719,204412.95032800388,166667.72032147614,166667.72032147614,-6277.417904033471,-6277.417904033471,-6277.417904033471,-6277.417904033471,-6277.417904033471,-6277.417904033471,0.0,0.0,0.0,160390.30241744267
2024-04-21,166581.1971727468,114615.54053108025,202810.5615475582,166581.1971727468,166581.1971727468,-7764.3765568442905,-7764.3765568442905,-7764.3765568442905,-7764.3765568442905,-7764.3765568442905,-7764.3765568442905,0.0,0.0,0.0,158816.82061590248
2024-04-28,166494.67402401744,116968.63810917384,205789.10459743786,166494.67402401744,166494.67402401744,-6126.581979687944,-6126.581979687944,-6126.581979687944,-6126.581979687944,-6126.581979687944,-6126.581979687944,0.0,0.0,0.0,160368.0920443295
2024-05-05,166408.1508752881,123838.08360039022,212575.64648147472,166408.1508752881,166408.1508752881,697.725984015408,697.725984015408,697.725984015408,697.725984015408,697.725984015408,697.725984015408,0.0,0.0,0.0,167105.8768593035
2024-05-12,166321.62772655874,132617.10837031854,218497.4499989118,166321.62772655874,166321.62772655874,9066.23558547984,9066.23558547984,9066.23558547984,9066.23558547984,9066.23558547984,9066.23558547984,0.0,0.0,0.0,175387.8633120386
2024-05-19,166235.10457782942,133972.98483998404,221788.1696173463,166235.10457782942,166235.10457782942,13420.607167531143,13420.607167531143,13420.607167531143,13420.607167531143,13420.607167531143,13420.607167531143,0.0,0.0,0.0,179655.71174536058
2024-05-26,166148.58142910007,132910.6608742284,218913.29171467863,166148.58142910007,166148.58142910007,10902.162267722475,10902.162267722475,10902.162267722475,10902.162267722475,10902.162267722475,10902.162267722475,0.0,0.0,0.0,177050.74369682255
2024-06-02,166062.0581595608,122998.41331572735,213442.90305782776,166062.0581595608,166062.0581595608,2460.0478488260455,2460.0478488260455,2460.0478488260455,2460.0478488260455,2460.0478488260455,2460.0478488260455,0.0,0.0,0.0,168522.10600838685
2024-06-09,165975.53489002158,114662.56549062004,202489.27337796194,165975.53489002158,165975.53489002158,-8560.223971220059,-8560.223971220059,-8560.223971220059,-8560.223971220059,-8560.223971220059,-8560.223971220059,0.0,0.0,0.0,157415.31091880152
2024-06-16,165889.0116204823,102432.4002320409,189778.35695500788,165889.0116204823,165889.0116204823,-17489.20918717872,-17489.20918717872,-17489.20918717872,-17489.20918717872,-17489.20918717872,-17489.20918717872,0.0,0.0,0.0,148399.8024333036
2024-06-23,165802.48835094305,103828.22518136201,189513.61664211567,165802.48835094305,165802.48835094305,-19337.043215788224,-19337.043215788224,-19337.043215788224,-19337.043215788224,-19337.043215788224,-19337.043215788224,0.0,0.0,0.0,146465.44513515482
2024-06-30,165715.9650814038,107805.07907918913,199244.85940207416,165715.9650814038,165715.9650814038,-11833.359023029141,-11833.359023029141,-11833.359023029141,-11833.359023029141,-11833.359023029141,-11833.359023029141,0.0,0.0,0.0,153882.60605837466
2024-07-07,165629.44181186453,123765.262733691,211426.29089008938,165629.44181186453,165629.44181186453,895.0034041676505,895.0034041676505,895.0034041676505,895.0034041676505,895.0034041676505,895.0034041676505,0.0,0.0,0.0,166524.44521603218
2024-07-14,165542.91846336462,129469.32783355893,219945.78604325233,165542.91846336462,165542.91846336462,9234.440024434647,9234.440024434647,9234.440024434647,9234.440024434647,9234.440024434647,9234.440024434647,0.0,0.0,0.0,174777.35848779927
2024-07-21,165456.3951148647,128355.33445510175,217654.18185013832,165456.3951148647,165456.3951148647,5652.890501711994,5652.890501711994,5652.890501711994,5652.890501711994,5652.890501711994,5652.890501711994,0.0,0.0,0.0,171109.28561657667
2024-07-28,165369.87176636473,113019.41729151494,204726.89625709364,165369.87176636473,165369.87176636473,-7316.356919326794,-7316.356919326794,-7316.356919326794,-7316.356919326794,-7316.356919326794,-7316.356919326794,0.0,0.0,0.0,158053.51484703794
2024-08-04,165283.3484178648,102174.00612221344,193160.97780906686,165283.3484178648,165283.3484178648,-17857.69480603609,-17857.69480603609,-17857.69480603609,-17857.69480603609,-17857.69480603609,-17857.69480603609,0.0,0.0,0.0,147425.6536118287
2024-08-11,165196.82506936486,104605.63045435019,192646.11547836647,165196.82506936486,165196.82506936486,-15400.076268964147,-15400.076268964147,-15400.076268964147,-15400.076268964147,-15400.076268964147,-15400.076268964147,0.0,0.0,0.0,149796.7488004007
2024-08-18,165110.3017208649,119333.14248116821,210619.89544150853,165110.3017208649,165110.3017208649,-686.3531145010196,-686.3531145010196,-686.3531145010196,-686.3531145010196,-686.3531145010196,-686.3531145010196,0.0,0.0,0.0,164423.94860636388
2024-08-25,165023.7782829785,136929.2475402507,224905.29593372846,165023.7782829785,165023.7782829785,15391.177795962089,15391.177795962089,15391.177795962089,15391.177795962089,15391.177795962089,15391.177795962089,0.0,0.0,0.0,180414.9560789406
2024-09-01,164937.25484509213,145562.93349117794,230809.79586224788,164937.25484509213,164937.25484509213,22965.905298766455,22965.905298766455,22965.905298766455,22965.905298766455,22965.905298766455,22965.905298766455,0.0,0.0,0.0,187903.16014385858
2024-09-08,164850.73140720575,141981.2940180832,231330.67539008302,164850.73140720575,164850.73140720575,22046.498810862646,22046.498810862646,22046.498810862646,22046.498810862646,22046.498810862646,22046.498810862646,0.0,0.0,0.0,186897.2302180684
2024-09-15,164764.20796931937,137927.23737193533,227084.97746177026,164764.20796931937,164764.20796931937,19744.7191308531,19744.7191308531,19744.7191308531,19744.7191308531,19744.7191308531,19744.7191308531,0.0,0.0,0.0,184508.92710017247
2024-09-22,164677.68453143298,141353.33438383188,228267.71575458383,164677.68453143298,164677.68453143298,20359.056900665895,20359.056900665895,20359.056900665895,20359.056900665895,20359.056900665895,20359.056900665895,0.0,0.0,0.0,185036.74143209888
2024-09-29,164591.1610935466,141511.9103422563,227606.97132353424,164591.1610935466,164591.1610935466,20775.36850725488,20775.36850725488,20775.36850725488,20775.36850725488,20775.36850725488,20775.36850725488,0.0,0.0,0.0,185366.52960080147
2024-10-06,164504.6376714634,136336.88625407533,224731.20410664237,164504.6376714634,164504.6376714634,16293.568426350213,16293.568426350213,16293.568426350213,16293.568426350213,16293.568426350213,16293.568426350213,0.0,0.0,0.0,180798.2060978136
2024-10-13,164418.1142493802,128471.89582247296,215435.65612713224,164418.1142493802,164418.1142493802,8633.544741670636,8633.544741670636,8633.544741670636,8633.544741670636,8633.544741670636,8633.544741670636,0.0,0.0,0.0,173051.65899105082
2024-10-20,164331.59082729698,124865.18022195366,212682.47741851682,164331.59082729698,164331.59082729698,5254.323760960862,5254.323760960862,5254.323760960862,5254.323760960862,5254.323760960862,5254.323760960862,0.0,0.0,0.0,169585.91458825785
2024-10-27,164245.06740521378,128208.98127969768,220231.70105838816,164245.06740521378,164245.06740521378,10475.956372128196,10475.956372128196,10475.956372128196,10475.956372128196,10475.956372128196,10475.956372128196,0.0,0.0,0.0,174721.02377734196
2024-11-03,164158.54398313057,146009.04250840464,225399.81049211134,164158.54398313057,164158.54398313057,19777.266852017823,19777.266852017823,19777.266852017823,19777.266852017823,19777.266852017823,19777.266852017823,0.0,0.0,0.0,183935.81083514838
2024-11-10,164072.02056104736,145664.09675967542,233052.89291991058,164072.02056104736,164072.02056104736,25023.867207132324,25023.867207132324,25023.867207132324,25023.867207132324,25023.867207132324,25023.867207132324,0.0,0.0,0.0,189095.8877681797
2024-11-17,163985.49716465882,143107.6716576279,229797.60483830955,163985.49716465882,163985.49716465882,24500.47006232864,24500.47006232864,24500.47006232864,24500.47006232864,24500.47006232864,24500.47006232864,0.0,0.0,0.0,188485.96722698747
2024-11-24,163898.97376827028,143778.64564325238,233487.41735217193,163898.97376827028,163898.97376827028,24988.64437829323,24988.64437829323,24988.64437829323,24988.64437829323,24988.64437829323,24988.64437829323,0.0,0.0,0.0,188887.6181465635
2024-12-01,163812.45037188177,155307.6983523706,240932.76805101524,163812.45037188177,163812.45037188177,32575.31081357023,32575.31081357023,32575.31081357023,32575.31081357023,32575.31081357023,32575.31081357023,0.0,0.0,0.0,196387.761185452
2024-12-08,163725.92697549323,162633.33502526488,248240.41225219585,163725.92697549323,163725.92697549323,43097.16658293497,43097.16658293497,43097.16658293497,43097.16658293497,43097.16658293497,43097.16658293497,0.0,0.0,0.0,206823.0935584282
2024-12-15,163639.4035791047,166644.33908159632,249877.40083756027,163639.4035791047,163639.4035791047,44391.303967907385,44391.303967907385,44391.303967907385,44391.303967907385,44391.303967907385,44391.303967907385,0.0,0.0,0.0,208030.70754701208
2024-12-22,163552.88018271618,147731.87118055113,236548.4259998997,163552.88018271618,163552.88018271618,28745.178533712606,28745.178533712606,28745.178533712606,28745.178533712606,28745.178533712606,28745.178533712606,0.0,0.0,0.0,192298.0587164288
2024-12-29,163466.35678632764,118187.59554454252,209243.09820243664,163466.35678632764,163466.35678632764,1604.4407377044884,1604.4407377044884,1604.4407377044884,1604.4407377044884,1604.4407377044884,1604.4407377044884,0.0,0.0,0.0,165070.79752403212
2025-01-05,163379.83338993913,97575.26618096675,184892.2742526499,163379.83338993913,163379.83338993913,-23322.569033969932,-23322.569033969932,-23322.569033969932,-23322.569033969932,-23322.569033969932,-23322.569033969932,0.0,0.0,0.0,140057.2643559692
2025-01-12,163293.3099935506,83284.59051505255,169619.4630658384,163293.3099935506,163293.3099935506,-36807.88876118499,-36807.88876118499,-36807.88876118499,-36807.88876118499,-36807.88876118499,-36807.88876118499,0.0,0.0,0.0,126485.4212323656
2025-01-19,163206.78659716205,80812.57505132427,166108.78560661277,163206.78659716205,163206.78659716205,-40479.32110544983,-40479.32110544983,-40479.32110544983,-40479.32110544983,-40479.32110544983,-40479.32110544983,0.0,0.0,0.0,122727.46549171221
2025-01-26,163120.2632007735,79355.76653252535,165713.7550508561,163120.2632007735,163120.2632007735,-40993.82445606915,-40993.82445606915,-40993.82445606915,-40993.82445606915,-40993.82445606915,-40993.82445606915,0.0,0.0,0.0,122126.43874470436
2025-02-02,163033.73980438497,78726.29430917492,165950.264915706,163033.73980438497,163033.73980438497,-40636.1086202754,-40636.1086202754,-40636.1086202754,-40636.1086202754,-40636.1086202754,-40636.1086202754,0.0,0.0,0.0,122397.63118410957
2025-02-09,162947.21640799643,80915.23211882125,170453.42542633877,162947.21640799643,162947.21640799643,-36007.63831443034,-36007.63831443034,-36007.63831443034,-36007.63831443034,-36007.63831443034,-36007.63831443034,0.0,0.0,0.0,126939.57809356609
2025-02-16,162860.6930116079,94057.2602978287,181890.40499280777,162860.6930116079,162860.6930116079,-25262.205246218757,-25262.205246218757,-25262.205246218757,-25262.205246218757,-25262.205246218757,-25262.205246218757,0.0,0.0,0.0,137598.48776538915
2025-02-23,162774.1696152194,106121.28132874386,193215.68229600872,162774.1696152194,162774.1696152194,-13474.451361761985,-13474.451361761985,-13474.451361761985,-13474.451361761985,-13474.451361761985,-13474.451361761985,0.0,0.0,0.0,149299.71825345742
2025-03-02,162687.64621883087,111758.81901722078,197595.12314279503,162687.64621883087,162687.64621883087,-8561.601275458826,-8561.601275458826,-8561.601275458826,-8561.601275458826,-8561.601275458826,-8561.601275458826,0.0,0.0,0.0,154126.04494337205
2025-03-09,162601.12282244232,107662.54544838307,194597.2579865828,162601.12282244232,162601.12282244232,-12535.379066562135,-12535.379066562135,-12535.379066562135,-12535.379066562135,-12535.379066562135,-12535.379066562135,0.0,0.0,0.0,150065.7437558802
2025-03-16,162514.59942605378,100292.7073520506,187014.33617789374,162514.59942605378,162514.59942605378,-18960.373345017106,-18960.373345017106,-18960.373345017106,-18960.373345017106,-18960.373345017106,-18960.373345017106,0.0,0.0,0.0,143554.22608103667
2025-03-23,162428.07602966524,97639.85690121405,188288.93235540038,162428.07602966524,162428.07602966524,-19923.835356926276,-19923.835356926276,-19923.835356926276,-19923.835356926276,-19923.835356926276,-19923.835356926276,0.0,0.0,0.0,142504.24067273896
2025-03-30,162341.5526332767,104623.32052263239,192598.17950540542,162341.5526332767,162341.5526332767,-14317.99431602789,-14317.99431602789,-14317.99431602789,-14317.99431602789,-14317.99431602789,-14317.99431602789,0.0,0.0,0.0,148023.55831724883
2025-04-06,162255.0292368882,110341.23015204052,198877.78797681993,162255.0292368882,162255.0292368882,-7964.569344894517,-7964.569344894517,-7964.569344894517,-7964.569344894517,-7964.569344894517,-7964.569344894517,0.0,0.0,0.0,154290.45989199367
2025-04-13,162168.50584049965,110105.44017892552,203103.23795692043,162168.50584049965,162168.50584049965,-6120.270029103612,-6120.270029103612,-6120.270029103612,-6120.270029103612,-6120.270029103612,-6120.270029103612,0.0,0.0,0.0,156048.23581139604
2025-04-20,162081.98244411114,110441.43931906234,199219.6585625626,162081.98244411114,162081.98244411114,-7579.650685228977,-7579.650685228977,-7579.650685228977,-7579.650685228977,-7579.650685228977,-7579.650685228977,0.0,0.0,0.0,154502.33175888215
2025-04-27,161995.4590477226,112584.79357592353,197497.78746506304,161995.4590477226,161995.4590477226,-6821.982349596167,-6821.982349596167,-6821.982349596167,-6821.982349596167,-6821.982349596167,-6821.982349596167,0.0,0.0,0.0,155173.47669812644
2025-05-04,161908.93565133406,119604.49204748894,209291.35116851708,161908.93565133406,161908.93565133406,-796.2547470285156,-796.2547470285156,-796.2547470285156,-796.2547470285156,-796.2547470285156,-796.2547470285156,0.0,0.0,0.0,161112.68090430554
2025-05-11,161822.41225494555,124729.62610492679,214022.2792760327,161822.41225494555,161822.41225494555,7722.278215692034,7722.278215692034,7722.278215692034,7722.278215692034,7722.278215692034,7722.278215692034,0.0,0.0,0.0,169544.69047063758
2025-05-18,161735.888858557,128574.38157872637,219940.12604312476,161735.888858557,161735.888858557,13119.234341341458,13119.234341341458,13119.234341341458,13119.234341341458,13119.234341341458,13119.234341341458,0.0,0.0,0.0,174855.12319989846
2025-05-25,161649.36546216847,133445.37752642256,217956.0063605652,161649.36546216847,161649.36546216847,11854.752239459716,11854.752239459716,11854.752239459716,11854.752239459716,11854.752239459716,11854.752239459716,0.0,0.0,0.0,173504.1177016282
2025-06-01,161562.84206577993,122536.9126686438,212211.58761900692,161562.84206577993,161562.84206577993,4273.570878273274,4273.570878273274,4273.570878273274,4273.570878273274,4273.570878273274,4273.570878273274,0.0,0.0,0.0,165836.4129440532
2025-06-08,161476.3186693914,105584.65925668323,199472.51912127566,161476.3186693914,161476.3186693914,-6597.611982620649,-6597.611982620649,-6597.611982620649,-6597.611982620649,-6597.611982620649,-6597.611982620649,0.0,0.0,0.0,154878.70668677075
2025-06-15,161389.79527300285,101480.90950240061,188172.78995961626,161389.79527300285,161389.79527300285,-16281.838382732838,-16281.838382732838,-16281.838382732838,-16281.838382732838,-16281.838382732838,-16281.838382732838,0.0,0.0,0.0,145107.95689027
2025-06-22,161303.27187661437,96313.1770493504,184070.14657208204,161303.27187661437,161303.27187661437,-19695.760177242202,-19695.760177242202,-19695.760177242202,-19695.760177242202,-19695.760177242202,-19695.760177242202,0.0,0.0,0.0,141607.51169937217
2025-06-29,161216.74848022583,100764.63929547173,193535.51439314304,161216.74848022583,161216.74848022583,-13772.54732493452,-13772.54732493452,-13772.54732493452,-13772.54732493452,-13772.54732493452,-13772.54732493452,0.0,0.0,0.0,147444.20115529132
2025-07-06,161130.2250838373,112059.23861001091,203515.1339593424,161130.2250838373,161130.2250838373,-1362.416292113997,-1362.416292113997,-1362.416292113997,-1362.416292113997,-1362.416292113997,-1362.416292113997,0.0,0.0,0.0,159767.80879172328
2025-07-13,161043.70168744875,124314.79726205967,210535.3505895798,161043.70168744875,161043.70168744875,8503.277729687394,8503.277729687394,8503.277729687394,8503.277729687394,8503.277729687394,8503.277729687394,0.0,0.0,0.0,169546.97941713614
2025-07-20,160957.1782910602,121834.95265848968,207803.01855526966,160957.1782910602,160957.1782910602,7212.910588861063,7212.910588861063,7212.910588861063,7212.910588861063,7212.910588861063,7212.910588861063,0.0,0.0,0.0,168170.08887992127
2025-07-27,160870.65489467166,116314.93648973876,203093.1509214855,160870.65489467166,160870.65489467166,-4778.35977984116,-4778.35977984116,-4778.35977984116,-4778.35977984116,-4778.35977984116,-4778.35977984116,0.0,0.0,0.0,156092.29511483051
2025-08-03,160784.13149828312,100454.21111214571,185092.1471130599,160784.13149828312,160784.13149828312,-16736.672968290844,-16736.672968290844,-16736.672968290844,-16736.672968290844,-16736.672968290844,-16736.672968290844,0.0,0.0,0.0,144047.4585299923
2025-08-10,160697.6081018946,101586.94513911649,188257.76909666593,160697.6081018946,160697.6081018946,-16936.584458087036,-16936.584458087036,-16936.584458087036,-16936.584458087036,-16936.584458087036,-16936.584458087036,0.0,0.0,0.0,143761.02364380757
2025-08-17,160611.0847055061,112848.9114002527,200543.96393672947,160610.9908259497,160611.28649294726,-3789.7983152491724,-3789.7983152491724,-3789.7983152491724,-3789.7983152491724,-3789.7983152491724,-3789.7983152491724,0.0,0.0,0.0,156821.28639025692
2025-08-24,160524.56130911756,130976.67773453554,214629.55759417042,160524.13601747574,160525.15775255172,12965.367371806957,12965.367371806957,12965.367371806957,12965.367371806957,12965.367371806957,12965.367371806957,0.0,0.0,0.0,173489.92868092452
2025-08-31,160438.03791272902,139638.099230887,230931.47938620977,160437.1395488129,160439.0442572479,22378.773831133578,22378.773831133578,22378.773831133578,22378.773831133578,22378.773831133578,22378.773831133578,0.0,0.0,0.0,182816.8117438626
2025-09-07,160351.51451634048,141338.7612419135,229433.57151244712,160350.1229925057,160353.12220698397,22537.468057253143,22537.468057253143,22537.468057253143,22537.468057253143,22537.468057253143,22537.468057253143,0.0,0.0,0.0,182888.98257359362
2025-09-14,160264.99111995194,137589.56880223492,226094.0838326959,160262.9892331764,160267.28951869954,19964.397571846188,19964.397571846188,19964.397571846188,19964.397571846188,19964.397571846188,19964.397571846188,0.0,0.0,0.0,180229.38869179814
2025-09-21,160178.46772356343,134906.5916078863,221751.90474167853,160175.69815954805,160181.44528697667,20097.908608395595,20097.908608395595,20097.908608395595,20097.908608395595,20097.908608395595,20097.908608395595,0.0,0.0,0.0,180276.37633195904
2025-09-28,160091.9443271749,141579.6238532602,224626.63386293518,160088.5888525327,160095.69294147383,20977.341004037764,20977.341004037764,20977.341004037764,20977.341004037764,20977.341004037764,20977.341004037764,0.0,0.0,0.0,181069.28533121265
2025-10-05,160005.42093078635,130254.29082484965,222646.28117544967,160001.38580611633,160010.06839097172,17487.452395341963,17487.452395341963,17487.452395341963,17487.452395341963,17487.452395341963,17487.452395341963,0.0,0.0,0.0,177492.87332612832
2025-10-12,159918.8975343978,127243.1921614856,213938.37587505332,159914.01674292533,159924.60759648858,9919.911601527618,9919.911601527618,9919.911601527618,9919.911601527618,9919.911601527618,9919.911601527618,0.0,0.0,0.0,169838.80913592543
2025-10-19,159832.3741380093,125278.63137777752,208129.94470007817,159826.44308078603,159839.35424376707,5240.742870250409,5240.742870250409,5240.742870250409,5240.742870250409,5240.742870250409,5240.742870250409,0.0,0.0,0.0,165073.1170082597
2025-10-26,159745.8507416208,123553.18565315158,212786.92819682273,159738.9104684962,159754.04074663404,9008.148836268343,9008.148836268343,9008.148836268343,9008.148836268343,9008.148836268343,9008.148836268343,0.0,0.0,0.0,168753.99957788913
2025-11-02,159659.32734523225,134293.4428422818,219526.36001069393,159651.3648127321,159668.59220080866,18213.461351584676,18213.461351584676,18213.461351584676,18213.461351584676,18213.461351584676,18213.461351584676,0.0,0.0,0.0,177872.78869681692
2025-11-09,159572.8039488437,141275.96086176846,228790.43328761376,159563.8607314684,159583.2807782777,24596.259260106617,24596.259260106617,24596.259260106617,24596.259260106617,24596.259260106617,24596.259260106617,0.0,0.0,0.0,184169.06320895033
2025-11-16,159486.28055245517,140611.7313125932,228901.39139089224,159476.46059927632,159498.28567862563,24778.846214762496,24778.846214762496,24778.846214762496,24778.846214762496,24778.846214762496,24778.846214762496,0.0,0.0,0.0,184265.12676721765
2025-11-23,159399.75715606663,139598.406680776,229385.2477847504,159388.8055197866,159413.0293218611,24454.14396987937,24454.14396987937,24454.14396987937,24454.14396987937,24454.14396987937,24454.14396987937,0.0,0.0,0.0,183853.901125946
2025-11-30,159313.23375967809,146489.7594256324,235492.1551482514,159300.68415458233,159327.7752249435,30727.687382613432,30727.687382613432,30727.687382613432,30727.687382613432,30727.687382613432,30727.687382613432,0.0,0.0,0.0,190040.9211422915
2025-12-07,159226.7103632896,153256.60846106568,244817.4798252593,159213.2013607699,159242.57403260132,41521.97259739083,41521.97259739083,41521.97259739083,41521.97259739083,41521.97259739083,41521.97259739083,0.0,0.0,0.0,200748.68296068042
2025-12-14,159140.18696690106,160009.31433942958,246893.08394004215,159125.4197370043,159157.89296717764,45336.00180346028,45336.00180346028,45336.00180346028,45336.00180346028,45336.00180346028,45336.00180346028,0.0,0.0,0.0,204476.18877036136
2025-12-21,159053.66357051252,149752.37934841187,237242.87365289626,159037.44335522346,159072.1217336867,32712.976180682108,32712.976180682108,32712.976180682108,32712.976180682108,32712.976180682108,32712.976180682108,0.0,0.0,0.0,191766.63975119463
2025-12-28,158967.14017412398,121809.14761315234,212374.29971729105,158949.22268602517,158986.98198923605,6697.363576811038,6697.363576811038,6697.363576811038,6697.363576811038,6697.363576811038,6697.363576811038,0.0,0.0,0.0,165664.50375093502
2026-01-04,158880.61677773544,95492.46578331347,186479.59700930718,158861.1711099227,158902.0541837423,-19585.652462708516,-19585.652462708516,-19585.652462708516,-19585.652462708516,-19585.652462708516,-19585.652462708516,0.0,0.0,0.0,139294.96431502694
2026-01-11,158794.0933813469,83568.73415608436,165986.3264586641,158773.36568190347,158816.90850041434,-35292.51508114041,-35292.51508114041,-35292.51508114041,-35292.51508114041,-35292.51508114041,-35292.51508114041,0.0,0.0,0.0,123501.57830020649
2026-01-18,158707.56998495836,79264.54146541341,162334.56356944496,158685.18759731852,158731.99901948162,-40232.04429653421,-40232.04429653421,-40232.04429653421,-40232.04429653421,-40232.04429653421,-40232.04429653421,0.0,0.0,0.0,118475.52568842415
2026-01-25,158621.04658856985,73516.36138649561,164515.67666312915,158597.34758322893,158646.9802599013,-40933.27869348686,-40933.27869348686,-40933.27869348686,-40933.27869348686,-40933.27869348686,-40933.27869348686,0.0,0.0,0.0,117687.76789508299
2026-02-01,158534.5231921813,73101.74274784066,161544.20714966985,158509.62601907668,158562.25803790317,-40883.82359292454,-40883.82359292454,-40883.82359292454,-40883.82359292454,-40883.82359292454,-40883.82359292454,0.0,0.0,0.0,117650.69959925677
2026-02-08,158447.9997957928,76096.46111744082,163292.09234295052,158421.93593296976,158477.77201071076,-37312.379976556214,-37312.379976556214,-37312.379976556214,-37312.379976556214,-37312.379976556214,-37312.379976556214,0.0,0.0,0.0,121135.61981923658
2026-02-15,158361.47639940426,87721.5834366069,171067.55018704932,158334.04331610902,158393.45267745125,-27490.008898416305,-27490.008898416305,-27490.008898416305,-27490.008898416305,-27490.008898416305,-27490.008898416305,0.0,0.0,0.0,130871.46750098796
2026-02-22,158274.95300301572,99408.80133980708,184976.7035847942,158246.2062175003,158309.00067257887,-15271.383050979435,-15271.383050979435,-15271.383050979435,-15271.383050979435,-15271.383050979435,-15271.383050979435,0.0,0.0,0.0,143003.56995203628
2026-03-01,158188.4296066272,102936.59041196709,191851.1790773968,158157.73233441444,158225.0062010066,-8719.400262851632,-8719.400262851632,-8719.400262851632,-8719.400262851632,-8719.400262851632,-8719.400262851632,0.0,0.0,0.0,149469.0293437756
2026-03-08,158101.90621023867,100373.34141125192,189397.8970217084,158069.53678307982,158139.67502014487,-11383.003463410727,-11383.003463410727,-11383.003463410727,-11383.003463410727,-11383.003463410727,-11383.003463410727,0.0,0.0,0.0,146718.90274682795
2026-03-15,158015.38281385013,94884.8729398408,186921.58323823198,157981.69797881483,158055.0461597551,-18041.872873133456,-18041.872873133456,-18041.872873133456,-18041.872873133456,-18041.872873133456,-18041.872873133456,0.0,0.0,0.0,139973.50994071667
2026-03-22,157928.8594174616,94311.13381190253,178860.5427299948,157894.032226283,157969.68533333868,-20320.500268837266,-20320.500268837266,-20320.500268837266,-20320.500268837266,-20320.500268837266,-20320.500268837266,0.0,0.0,0.0,137608.35914862432
2026-03-29,157842.33602107305,98817.38427575458,185299.8802676633,157805.64595390833,157885.2592974933,-15585.879837060778,-15585.879837060778,-15585.879837060778,-15585.879837060778,-15585.879837060778,-15585.879837060778,0.0,0.0,0.0,142256.45618401226
2026-04-05,157755.81262468453,106428.42753331839,193243.96390066796,157717.08358686473,157801.20638127986,-8849.60552770528,-8849.60552770528,-8849.60552770528,-8849.60552770528,-8849.60552770528,-8849.60552770528,0.0,0.0,0.0,148906.20709697925
2026-04-12,157669.28922829602,106491.01651447715,191680.35280364865,157628.0112047722,157716.3620060504,-6081.4578928721385,-6081.4578928721385,-6081.4578928721385,-6081.4578928721385,-6081.4578928721385,-6081.4578928721385,0.0,0.0,0.0,151587.8313354239
2026-04-19,157582.76583190748,106817.90661092722,194593.36419172699,157540.07089629112,157631.74745836074,-7316.325608128507,-7316.325608128507,-7316.325608128507,-7316.325608128507,-7316.325608128507,-7316.325608128507,0.0,0.0,0.0,150266.44022377898
2026-04-26,157496.24243551894,106167.81347335066,194542.8187134778,157451.8954961744,157546.9438547962,-7331.735992497989,-7331.735992497989,-7331.735992497989,-7331.735992497989,-7331.735992497989,-7331.735992497989,0.0,0.0,0.0,150164.50644302095
2026-05-03,157409.7190391304,109686.26387433821,199029.13423963575,157363.5720896432,157462.55817309275,-2202.7703120205115,-2202.7703120205115,-2202.7703120205115,-2202.7703120205115,-2202.7703120205115,-2202.7703120205115,0.0,0.0,0.0,155206.94872710988
2026-05-10,157323.19564274186,120270.56566163238,207932.17911466348,157275.14428556166,157378.09369914056,6272.002052536921,6272.002052536921,6272.002052536921,6272.002052536921,6272.002052536921,6272.002052536921,0.0,0.0,0.0,163595.1976952788
2026-05-17,157236.67224635332,124215.05498898691,214507.49399228694,157186.538764781,157293.63956300146,12594.226037238153,12594.226037238153,12594.226037238153,12594.226037238153,12594.226037238153,12594.226037238153,0.0,0.0,0.0,169830.89828359146
2026-05-24,157150.14884996478,125485.99497748651,211614.94364858637,157097.6588751138,157209.42310904455,12599.222694538832,12599.222694538832,12599.222694538832,12599.222694538832,12599.222694538832,12599.222694538832,0.0,0.0,0.0,169749.3715445036
