tier,vendor_code,vendor_name,priority_score,part_code,product_name,description,category_name,sub_category_name,location,total_onhand,cost,weighted_cost,total_onhand_cost,price,margin,weighted_margin,date_last_sold,status,start_date,end_date,date_created,vs_notes,active_po,date_ordered,qty_on_order,case_count,purchase_qty,po_cost,weeks_remaining,weeks_remaining_avg,weeks_remaining_min,average_movement_month,average_movement_two_month,average_movement_three_month,average_movement_six_month,average_movement_one_year,average_movement_month_ly,rolling_average,qty sold,average_orders_week,account_sprawl,most_common_qty_sold,most_qty_sold,max_qty_account,min,sum_qty_sold,key_account,is_whole_foods,wf_last_order_date,whole_foods,total_wine,date_last_po,last_po,last_purchase_qty,dealer,shipper,order,total_weighted_score,normalized_score,decision
6.0,376.0,VNDR_PAOT51,0.0,10877.0,Prod_48966094,6.0,New Zealand,New Zealand 750 small,B8.2,0.0,13.25,13.75,0.0,20.32,0.35,0.3199999999999999,2025-05-21,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2020-06-09,,47890,8/6/25,24.0,4.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.0,6.0,0.0,1.0,6.0,6.0,Acc_38c19c,6.0,6.0,0.0,0.0,0,0,0,01/20/25,46849.0,12.0,Alexander Valley Cellars,Cobalt,,0.0,2.38,Reduce
3.0,141.0,VNDR_2XIGP2,-999.0,10917.0,Prod_37206133,12.0,California Whites,California Whites 750 small,C3.1,44.0,14.11,15.0,660.0,24.02,0.41,0.38,2025-08-03,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2014-03-19,,47879,8/1/25,60.0,5.0,0.0,846.5999999999999,22.0,-999.0,1.83,0.0,4.75,5.17,2.58,3.37,9.0,3.31,89.0,1.0,12.0,2.0,24.0,Acc_68af73,1.0,89.0,3.0,0.0,0,WF,0,08/01/25,47879.0,60.0,Wine Service Co-op,Groskopf,,0.0,7.63,Keep
4.0,49.0,VNDR_SFG0ZQ,-999.0,10922.0,Prod_26586089,12.0,California Whites,California Whites 750 small,C6.1,53.0,6.37,6.5,344.5,10.21,0.38,0.36,2025-08-03,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,0,0,0.0,0.0,0.0,0.0,35.33,-999.0,17.67,0.0,1.75,2.67,1.33,3.29,0.75,1.47,59.0,0.25,10.0,6.0,12.0,Acc_ce487e,2.0,59.0,1.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,6.15,Keep
3.0,11.0,VNDR_X243TT,-999.0,10956.0,Prod_43507437,12.0,Sake,Sake 300 small,F3.1,123.0,6.96,6.917,850.79,11.78,0.41,0.41,2025-08-04,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,0,0,0.0,0.0,0.0,0.0,16.53,-999.0,16.53,0.0,3.88,6.17,3.08,9.83,7.5,3.35,110.0,0.62,13.0,12.0,12.0,Acc_95b83f,1.0,110.0,7.0,0.0,0,WF,0,02/06/25,46957.0,336.0,Groskopf,Cobalt,,0.0,8.43,Keep
6.0,167.0,VNDR_NKO51N,0.0,10992.0,Prod_92222116,0.0,French Reds,French Red 750 small,0,0.0,493.35,14.92,0.0,528.54,0.0699999999999999,0.97,2019-01-14,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2018-11-26,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
4.0,386.0,VNDR_9K0V9N,-999.0,11044.0,Prod_60928248,12.0,California Red,California Red 750 small,BB2.1,43.0,9.13,9.333,401.32,14.26,0.36,0.35,2025-07-29,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2023-11-27,,0,0,0.0,0.0,0.0,0.0,29.86,-999.0,29.86,0.0,1.5,2.0,1.0,5.65,23.5,1.17,48.0,0.12,4.0,12.0,12.0,Acc_b0634e,12.0,48.0,0.0,0.0,0,0,0,03/11/25,47100.0,96.0,Ancient Peaks Winery,"NWDS to Cobalt, Napa",,0.0,7.54,Keep
6.0,167.0,VNDR_NKO51N,0.0,11051.0,Prod_59859813,12.0,French Reds,French Red 750 small,AA3.2 ,48.0,5.33,5.457,261.94,6.0,0.1099999999999999,0.0899999999999999,2023-08-17,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2014-11-10,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
4.0,9.0,VNDR_93N529,-999.0,11079.0,Prod_27130618,12.0,Italian Whites,Italian White 750 small,B3.1,130.0,8.05,8.427,1095.51,17.4,0.54,0.52,2025-07-30,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2017-07-25,,0,0,0.0,0.0,0.0,0.0,28.89,-999.0,4.81,0.0,4.5,3.0,1.5,3.13,0.0,2.5,72.0,0.75,7.0,6.0,36.0,Acc_d26ed8,2.0,72.0,2.0,0.0,0,0,0,05/02/25,47354.0,168.0,DI/Alba,Distributors Transport,,0.0,7.31,Keep
6.0,11.0,VNDR_X243TT,0.0,11132.0,Prod_73079813,6.0,Argentina,Argentina 750 small,F2.2,6.0,18.99,20.333,122.0,33.78,0.4399999999999999,0.4,2025-05-06,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2023-11-07,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,TW,0,0.0,0.0,0,0,,0.0,1.45,Reduce
5.0,167.0,VNDR_NKO51N,0.0,11140.0,Prod_32495901,12.0,French Whites,French White 750 small,WALL,0.0,27.29,29.25,0.0,44.38,0.39,0.3399999999999999,2025-06-20,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2011-01-24,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.12,0.29,0.0,0.08,3.0,0.0,1.0,3.0,3.0,Acc_661352,3.0,3.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,1.75,Reduce
6.0,167.0,VNDR_NKO51N,0.0,11306.0,Prod_19504703,0.0,French Reds,French Red 750 small,0,36.0,128.92,135.0533,4861.92,138.54,0.0699999999999999,0.03,2024-12-19,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2012-12-14,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,07/09/25,47766.0,36.0,Western,Shipping by Supplier,,0.0,,
6.0,9.0,VNDR_93N529,0.0,11401.0,Prod_78896735,3.0,Italian Reds,Italian Red 750 small,B3.3,3.0,115.49,113.85,341.55,183.85,0.37,0.38,2024-04-18,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2011-09-29,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
