tier,vendor_code,vendor_name,priority_score,part_code,product_name,description,category_name,sub_category_name,location,total_onhand,cost,weighted_cost,total_onhand_cost,price,margin,weighted_margin,date_last_sold,status,start_date,end_date,date_created,vs_notes,active_po,date_ordered,qty_on_order,case_count,purchase_qty,po_cost,weeks_remaining,weeks_remaining_avg,weeks_remaining_min,average_movement_month,average_movement_two_month,average_movement_three_month,average_movement_six_month,average_movement_one_year,average_movement_month_ly,rolling_average,qty sold,average_orders_week,account_sprawl,most_common_qty_sold,most_qty_sold,max_qty_account,min,sum_qty_sold,key_account,is_whole_foods,wf_last_order_date,whole_foods,total_wine,date_last_po,last_po,last_purchase_qty,dealer,shipper,order,total_weighted_score,normalized_score,decision
5.0,412.0,VNDR_3AHJKA,0.0,27889.0,Prod_16737116,1.0,Micro Beer,Micro Beer Keg 5.16 gal,NBC,3.0,48.97,50.0,150.0,71.02,0.31,0.3,2025-06-18,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2013-09-22,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.17,0.08,0.04,0.0,0.06,2.0,0.0,2.0,1.0,1.0,Acc_62b17f,1.0,2.0,0.0,0.0,0,0,0,06/26/25,47709.0,2.0,Matson,Fiasco,,0.0,1.77,Reduce
5.0,343.0,VNDR_V2MZAM,-999.0,27929.0,Prod_11154743,12.0,French Reds,French Red 750 small,A9.2,48.0,13.26,13.5,648.0,20.33,0.35,0.3399999999999999,2025-07-30,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2021-05-25,,0,0,0.0,0.0,0.0,0.0,66.67,-999.0,33.33,0.0,0.75,1.5,0.75,1.5,4.25,0.75,36.0,0.12,5.0,6.0,12.0,Acc_b2622c,6.0,36.0,2.0,0.0,0,0,0,07/30/25,47678.0,48.0,Grape Ex,Groskopf,,0.0,4.49,Keep
4.0,94.0,VNDR_ZNP5OO,-999.0,27948.0,Prod_33487202,12.0,Spanish Whites,Spanish Whites 750 small,A1.1,7.0,8.1,8.41,58.87,13.58,0.4,0.38,2025-07-15,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2023-05-08,,47816,7/16/25,96.0,8.0,12.0,777.5999999999999,9.21,-999.0,0.77,0.0,4.75,3.42,1.71,2.9,0.0,2.72,57.0,0.38,6.0,2.0,24.0,Acc_a9a694,2.0,57.0,0.0,0.0,0,0,0,07/16/25,47816.0,96.0,FDL,Distributors Transport,,0.0,5.56,Keep
6.0,167.0,VNDR_NKO51N,0.0,27955.0,Prod_24851089,0.0,French Reds,French Red 750 small,0,0.0,37.12,37.75,0.0,51.15,0.27,0.26,2010-11-03,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
4.0,9.0,VNDR_93N529,-999.0,28047.0,Prod_70768134,6.0,Italian Reds,Italian Red 750 small,B3.1,31.0,11.09,11.2666,349.26,20.74,0.47,0.4599999999999999,2025-07-28,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,47587,6/9/25,240.0,40.0,6.0,2661.6,13.6,-999.0,1.36,0.0,2.62,4.75,2.38,9.96,1.0,2.46,199.0,0.38,15.0,6.0,60.0,Acc_8b08ae,3.0,199.0,4.0,0.0,0,WF,0,06/09/25,47587.0,240.0,DI / Alba,Distributors Transport,,0.0,9.35,Keep
6.0,124.0,VNDR_86SLSZ,0.0,28051.0,Prod_39671346,12.0,Other Wines,Other Wines 750 small,A7.1,0.0,13.52,13.7,0.0,21.39,0.37,0.36,2025-05-04,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2023-10-10,,47771,7/15/25,60.0,5.0,0.0,811.1999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,07/15/25,47771.0,60.0,Western,Distributor Transport,,0.0,6.01,Keep
5.0,124.0,VNDR_86SLSZ,-999.0,28062.0,Prod_66088096,6.0,Spirits,Brandy 750,D2.2,6.0,12.35,13.2,79.2,33.02,0.63,0.6,2025-07-15,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2014-03-26,,0,0,0.0,0.0,0.0,0.0,25.0,-999.0,8.33,0.0,0.75,1.0,0.5,1.04,0.0,0.58,19.0,0.12,7.0,2.0,6.0,Acc_082bbe,2.0,19.0,2.0,0.0,0,0,0,06/26/25,47677.0,12.0,Groskopf,Distributor Transport,,0.0,5.93,Keep
4.0,350.0,VNDR_64MLHJ,-999.0,28100.0,Prod_24333825,12.0,Oregon & Wash.,Oregon & Wash. 750 small,E1.1,85.0,5.82,6.0,510.0,10.01,0.42,0.4,2025-07-30,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2019-02-22,,0,0,0.0,0.0,0.0,0.0,28.33,-999.0,28.33,0.0,1.62,3.0,1.5,5.23,0.75,1.54,41.0,0.25,7.0,12.0,12.0,Acc_66522d,1.0,41.0,1.0,0.0,0,0,0,05/07/25,47317.0,120.0,Groskopf,Shuttle to Groskopf,,0.0,6.59,Keep
6.0,9.0,VNDR_93N529,0.0,28174.0,Prod_16699545,12.0,Italian Sparkling,Italian Sparkling 750 small,C7.1,168.0,6.62,6.53,1097.04,14.66,0.55,0.55,2025-07-17,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2024-07-31,,47769,7/9/25,60.0,5.0,0.0,397.2,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,2.08,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,07/09/25,47769.0,60.0,Western,Cobalt,,0.0,1.49,Reduce
5.0,179.0,VNDR_9IGGEP,0.0,28230.0,Prod_77797985,6.0,Oregon & Wash.,Oregon & Wash. 750 small,E1.2,8.0,25.27,26.0,208.0,38.41,0.3399999999999999,0.3199999999999999,2025-06-26,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2010-04-30,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.5,0.25,0.54,3.0,0.17,6.0,0.0,1.0,6.0,6.0,Acc_73ff4f,6.0,6.0,0.0,0.0,0,0,0,05/29/25,47519.0,12.0,Sonoma Vint Co-op,Advantage,,0.0,3.85,Reduce
6.0,404.0,VNDR_93CKJZ,0.0,28562.0,Prod_73095808,12.0,French Sparkling,French Sparkling 750 small,AA2.2,20.0,33.11,23.1067,462.13,53.41,0.38,0.5700000000000001,2025-04-03,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2024-12-18,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,2.27,Reduce
6.0,167.0,VNDR_NKO51N,0.0,28610.0,Prod_49186414,0.0,French Reds,French Red 750 small,0,24.0,137.44,139.9192,3358.06,135.92,-0.01,-0.03,2025-03-20,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2017-07-24,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,07/09/25,47766.0,24.0,Western,Shipping by Supplier,,0.0,7.81,Keep
5.0,117.0,VNDR_0C67ZD,-999.0,28646.0,Prod_59118172,12.0,California Rose,California Rose 750 small,C3.3,62.0,8.04,7.9959,495.75,13.08,0.39,0.39,2025-07-06,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2020-07-31,,0,0,0.0,0.0,0.0,0.0,516.67,-999.0,43.06,0.0,0.12,0.08,0.04,0.79,0.0,0.07,15.0,0.12,3.0,1.0,12.0,Acc_f97037,1.0,15.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,1.6,Reduce
6.0,139.0,VNDR_NW48V9,0.0,28711.0,Prod_25430014,12.0,Oregon & Wash.,Oregon & Wash. 750 small,E1.1,0.0,17.61,17.67,0.0,25.63,0.31,0.31,2025-02-02,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,47466,7/2/25,36.0,3.0,0.0,633.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,07/02/25,47466.0,36.0,Abbey,Groskopf,,0.0,8.5,Keep
5.0,293.0,VNDR_HZXJ63,-999.0,28733.0,Prod_46980986,12.0,Accessories - Non Alcohol,Non-Alcohol - Cider / Wine,G1.1,30.0,6.82,6.78,203.4,12.43,0.4499999999999999,0.4499999999999999,2025-07-09,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2025-03-17,,0,0,0.0,0.0,0.0,0.0,41.67,-999.0,41.67,0.0,0.12,0.33,0.17,0.54,0.0,0.15,16.0,0.12,4.0,6.0,6.0,Acc_68af73,1.0,16.0,0.0,0.0,0,0,0,03/19/25,47137.0,60.0,FDL,Distributor Transport,,0.0,2.54,Reduce
4.0,410.0,VNDR_LO9ZHG,-999.0,28816.0,Prod_38275359,12.0,Argentina,Argentina 750 small,F1.1,33.0,6.81,7.07,233.31,12.14,0.4399999999999999,0.42,2025-07-28,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2015-04-24,,0,0,0.0,0.0,24.0,0.0,11.0,-999.0,11.0,0.0,1.88,1.25,0.62,2.06,6.0,1.04,27.0,0.25,3.0,12.0,12.0,Acc_aa40e9,3.0,27.0,1.0,0.0,0,0,0,05/12/25,47436.0,60.0,Alba,Distributors Transport,,0.0,5.94,Keep
5.0,278.0,VNDR_R1DYAO,-999.0,28931.0,Prod_74845640,12.0,Australia,Australia 750 large,B7.1,51.0,6.08,6.4867,330.82,10.98,0.4499999999999999,0.41,2025-07-28,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2014-07-18,,0,0,0.0,0.0,0.0,0.0,51.0,-999.0,34.0,0.0,0.88,1.42,0.71,1.21,0.0,0.77,17.0,0.25,4.0,4.0,6.0,Acc_38c19c,3.0,17.0,1.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,3.97,Reduce
6.0,167.0,VNDR_NKO51N,0.0,29023.0,Prod_23010265,0.0,French Reds,French Red 1.5 small,0,0.0,50.62,53.54,0.0,78.4,0.35,0.3199999999999999,2025-01-16,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2017-08-19,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,01/09/25,46780.0,6.0,Western,Shipping by Supplier,,0.0,3.79,Reduce
5.0,276.0,VNDR_IRFPL8,-999.0,29073.0,Prod_41033992,6.0,Spirits,Rum 750,D2.3,9.0,26.99,26.67,240.03,41.26,0.35,0.35,2025-07-21,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2022-04-21,,0,0,0.0,0.0,6.0,0.0,12.0,-999.0,12.0,0.0,0.5,0.33,0.17,0.44,3.5,0.28,7.0,0.25,3.0,3.0,3.0,Acc_8b08ae,1.0,7.0,2.0,0.0,0,0,0,05/27/25,47522.0,12.0,Western,Groskopf,,0.0,5.16,Keep
6.0,167.0,VNDR_NKO51N,0.0,29094.0,Prod_20093352,12.0,Italian Reds,Italian Red 750 small,AA6.2,0.0,15.05,15.79,0.0,17.07,0.12,0.0699999999999999,2024-11-14,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2015-10-13,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
5.0,52.0,VNDR_X2MFB8,-999.0,29122.0,Prod_45739226,0.0,Other Wines,Other Wines 750 small,C2.3,41.0,8.03,8.33,341.53,13.78,0.42,0.4,2025-07-23,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2020-12-04,,0,0,0.0,0.0,0.0,0.0,113.89,-999.0,113.89,0.0,0.38,0.25,0.12,0.35,0.0,0.21,3.0,0.12,1.0,3.0,3.0,Acc_46ccfc,3.0,3.0,1.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,2.78,Reduce
4.0,293.0,VNDR_HZXJ63,-999.0,29157.0,Prod_80278486,12.0,Accessories - Non Alcohol,Non-Alcohol - Cider / Wine,G1.1,44.0,6.71,6.78,298.32,11.79,0.43,0.42,2025-07-24,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2025-03-17,,0,0,0.0,0.0,0.0,0.0,19.3,-999.0,9.65,0.0,2.38,1.58,0.79,0.87,0.0,1.32,25.0,0.38,4.0,6.0,12.0,Acc_73ff4f,1.0,25.0,0.0,0.0,0,0,0,03/19/25,47137.0,96.0,FDL,Distributor Transport,,0.0,3.59,Reduce
5.0,366.0,VNDR_C7V4A7,-999.0,29222.0,Prod_53796188,12.0,Craft Spirits,Craft Spirits over 10% 750ml,AA6.1,235.0,15.37,16.0,3760.0,23.55,0.35,0.3199999999999999,2025-07-29,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2019-11-28,,0,0,0.0,0.0,0.0,0.0,163.19,-999.0,163.19,0.0,1.5,1.0,0.5,3.46,0.0,0.83,24.0,0.12,2.0,12.0,12.0,Acc_7de39b,12.0,24.0,1.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,1.7,Reduce
6.0,274.0,VNDR_QHLJ4I,0.0,29252.0,Prod_47746622,12.0,Spirits,Whiskey 1.0L,D4.1,95.0,4.7,5.05,479.75,15.21,0.69,0.6699999999999999,2025-06-01,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2025-04-10,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1.0,0.0,1.0,1.0,1.0,Acc_df4e79,1.0,1.0,0.0,0.0,0,0,0,05/09/25,47218.0,96.0,Lairds,Distributors Transport,,0.0,1.09,Reduce
4.0,367.0,VNDR_423MB2,100.0,29360.0,Prod_85216368,12.0,Spanish Whites,Spanish Whites 750 small,A6.3,0.0,7.35,7.5,0.0,11.13,0.3399999999999999,0.3299999999999999,2025-07-23,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2024-11-05,,47881,8/1/25,48.0,4.0,24.0,352.79999999999995,0.0,0.0,0.0,0.0,1.5,2.0,1.0,1.27,0.0,1.17,24.0,0.12,2.0,12.0,12.0,Acc_46ccfc,12.0,24.0,1.0,0.0,0,0,0,08/01/25,47881.0,48.0,SC Warehouse,Groskopf,,0.0,5.43,Keep
4.0,379.0,VNDR_VGEG55,14.0,29403.0,Prod_44363686,12.0,German Wines,German 750 small,B3.2,0.0,10.04,10.0,0.0,15.59,0.36,0.36,2025-08-03,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2020-07-01,,0,0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.5,1.75,1.17,0.58,0.77,0.0,2.14,23.0,0.12,3.0,1.0,14.0,Acc_ec4890,1.0,23.0,0.0,0.0,0,0,0,03/18/25,47156.0,24.0,Groskopf,Cobalt,,0.0,3.74,Reduce
6.0,366.0,VNDR_C7V4A7,0.0,29423.0,Prod_68434288,6.0,Accessories - Non Alcohol,Non-Alcohol - Accessories/Glassware/Corkscrews,AA1.1 (BY THE EACH),138.0,49.89,49.27,6799.26,49.46,-0.01,0.0,2022-12-28,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2020-10-28,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
6.0,167.0,VNDR_NKO51N,0.0,29456.0,Prod_24686465,0.0,French Reds,French Red 750 small,0,0.0,563.26,1800.0,0.0,575.36,0.02,-2.13,2012-09-13,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2012-08-02,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
2.0,9.0,VNDR_93N529,-999.0,29508.0,Prod_83423689,12.0,Italian Reds,Italian Red 750 small,AA3.1,121.0,9.67,8.133,984.09,16.87,0.43,0.52,2025-07-23,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,47587,6/9/25,240.0,20.0,0.0,2320.8,24.2,-999.0,4.03,0.0,11.75,9.5,4.75,22.77,16.0,7.08,164.0,1.25,22.0,4.0,24.0,Acc_dcab33,2.0,164.0,10.0,0.0,0,WF,0,06/09/25,47587.0,240.0,DI / Alba,Distributors Transport,,0.0,8.18,Keep
1.0,94.0,VNDR_ZNP5OO,-999.0,29581.0,Prod_90048411,12.0,New Zealand,New Zealand 750 small,B8.1,226.0,6.58,6.42,1450.92,10.18,0.35,0.37,2025-08-03,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2012-10-04,,0,0,0.0,0.0,216.0,0.0,8.37,-999.0,8.37,0.0,20.5,23.17,11.58,33.85,4.5,14.56,430.0,2.25,52.0,12.0,12.0,Acc_3ec4f7,1.0,430.0,8.0,0.0,0,0,0,06/24/25,47699.0,168.0,Matson,Groskopf,,0.0,9.28,Keep
3.0,199.0,VNDR_CWCPAA,-999.0,29595.0,Prod_22896674,12.0,Spanish Whites,Spanish Whites 750 small,BB9.1,56.0,4.84,4.9014,274.48,8.35,0.42,0.41,2025-07-30,!,6/24/25,7/11/25,2011-01-29,Held PO#47697,0,0,0.0,0.0,0.0,0.0,24.89,-999.0,6.22,0.0,4.38,5.33,2.67,6.88,14.75,3.24,92.0,0.75,16.0,3.0,12.0,Acc_082bbe,2.0,92.0,1.0,0.0,0,0,0,06/24/25,47697.0,48.0,Western,Distributors Transport,,0.0,6.95,Keep
5.0,288.0,VNDR_8ZAN02,-999.0,29601.0,Prod_52212596,12.0,Italian Whites,Italian White 750 small,B2.2,46.0,19.72,20.833,958.32,30.65,0.36,0.3199999999999999,2025-07-15,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2015-10-23,,0,0,0.0,0.0,0.0,0.0,191.67,-999.0,31.94,0.0,1.5,1.42,0.71,0.5,0.0,0.97,20.0,0.12,6.0,2.0,12.0,Acc_6233e4,1.0,20.0,4.0,0.0,0,0,0,01/21/25,46829.0,72.0,Groskopf,Cobalt,,0.0,3.89,Reduce
6.0,293.0,VNDR_HZXJ63,0.0,29613.0,Prod_54268270,12.0,Accessories - Non Alcohol,Non-Alcohol - Cider / Wine,G1.1,14.0,7.79,8.14,113.96,15.32,0.49,0.47,2025-05-22,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2025-03-17,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,15.0,0.0,2.0,6.0,9.0,Acc_68af73,6.0,15.0,0.0,0.0,0,0,0,03/19/25,47137.0,60.0,FDL,Distributor Transport,,0.0,3.75,Reduce
5.0,286.0,VNDR_N701KE,-999.0,29665.0,Prod_52568141,12.0,California Red,California Red 750 small,C4.2,30.0,15.31,15.0,450.0,21.63,0.29,0.31,2025-07-09,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2025-01-15,,0,0,0.0,0.0,0.0,0.0,83.33,-999.0,20.83,0.0,0.75,1.5,0.75,1.1,0.0,0.75,21.0,0.12,3.0,3.0,12.0,Acc_ec4890,3.0,21.0,1.0,0.0,0,0,0,03/05/25,47073.0,36.0,Grape Ex,Cobalt,,0.0,6.03,Keep
4.0,367.0,VNDR_423MB2,-999.0,29751.0,Prod_43030002,12.0,California Red,California Red 750 small,C5.1,206.0,4.95,5.072,1044.83,8.41,0.41,0.4,2025-07-28,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2021-02-04,,0,0,0.0,0.0,0.0,0.0,34.33,-999.0,34.33,0.0,3.75,4.92,2.46,9.67,6.0,2.89,110.0,0.5,16.0,12.0,12.0,Acc_0fe2b3,1.0,110.0,0.0,0.0,0,0,0,06/03/25,47568.0,168.0,SC Warehouse,Groskopf,,0.0,7.57,Keep
5.0,111.0,VNDR_6YWBI4,-999.0,29758.0,Prod_22433758,12.0,French Whites,French White 750 small,A5.1,55.0,8.74,9.3389,513.64,17.11,0.49,0.4499999999999999,2025-08-04,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,0,0,0.0,0.0,0.0,0.0,220.0,-999.0,18.33,0.0,1.62,1.08,0.54,2.98,2.25,0.9,13.0,0.25,2.0,1.0,12.0,Acc_46565f,1.0,13.0,1.0,0.0,0,0,0,04/23/25,47289.0,72.0,Grape Ex,Groskopf,,0.0,5.96,Keep
6.0,383.0,VNDR_EBIDNZ,0.0,29790.0,Prod_29538912,12.0,California Whites,California Whites 750 small,C7.2,3.0,10.16,10.1667,30.5,14.9,0.3199999999999999,0.3199999999999999,2024-12-18,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2021-05-06,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
3.0,197.0,VNDR_F2Q3AP,-999.0,29799.0,Prod_90145267,12.0,Oregon & Wash.,Oregon & Wash. 750 small,E1.1,73.0,8.91,9.17,669.41,14.9,0.4,0.38,2025-07-30,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2010-10-14,,0,0,0.0,0.0,72.0,0.0,8.11,-999.0,8.11,0.0,6.62,6.17,3.08,4.85,5.0,4.26,95.0,0.75,13.0,12.0,12.0,Acc_46ccfc,2.0,95.0,4.0,0.0,0,0,0,04/28/25,47311.0,168.0,NWDS,Advantage,,0.0,8.24,Keep
6.0,388.0,VNDR_VAECKV,0.0,29867.0,Prod_55050877,12.0,Oregon & Wash.,Oregon & Wash. 750 small,E3.3,2.0,13.75,13.5,27.0,20.59,0.3299999999999999,0.3399999999999999,2024-05-30,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2021-07-27,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
4.0,167.0,VNDR_NKO51N,0.0,29874.0,Prod_47939900,0.0,French Reds,French Red 750 small,0,0.0,23.86,23.4892,0.0,26.17,0.0899999999999999,0.0999999999999999,2025-07-24,,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2013-02-18,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.46,0.0,1.67,24.0,0.12,1.0,24.0,24.0,Acc_3d5985,24.0,24.0,0.0,0.0,0,0,0,07/09/25,47766.0,24.0,Western,Shipping by Supplier,,0.0,4.04,Keep
5.0,341.0,VNDR_3X4SNI,-999.0,29881.0,Prod_22285925,6.0,Spanish Reds,Spanish Reds 750 small,A9.3,8.0,35.69,35.83,286.64,56.68,0.37,0.37,2025-07-29,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2021-02-25,,0,0,0.0,0.0,0.0,0.0,66.67,-999.0,11.11,0.0,0.25,0.75,0.38,0.65,5.0,0.33,9.0,0.12,3.0,1.0,6.0,Acc_598d56,1.0,9.0,2.0,0.0,0,0,TW,07/01/25,47717.0,6.0,FDL,Distributor Transport,,0.0,5.21,Keep
5.0,278.0,VNDR_R1DYAO,-999.0,29942.0,Prod_32685240,12.0,Australia,Australia 375 small,B7.2,29.0,11.8,11.37,329.73,18.92,0.38,0.4,2025-07-28,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2014-07-16,,0,0,0.0,0.0,0.0,0.0,58.0,-999.0,9.67,0.0,0.5,1.67,0.83,0.6,1.5,0.72,25.0,0.25,6.0,2.0,12.0,Acc_df84e1,1.0,25.0,2.0,0.0,0,0,0,05/13/25,47434.0,36.0,Winebow,Distributors Transport,,0.0,4.19,Keep
6.0,288.0,VNDR_8ZAN02,0.0,29950.0,Prod_65158879,6.0,Spanish Whites,Spanish Whites 750 small,A9.2,5.0,14.98,14.667,73.33,23.82,0.37,0.38,2023-07-19,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2022-10-28,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
5.0,9.0,VNDR_93N529,0.0,29956.0,Prod_32347232,12.0,Italian Reds,Italian Red 750 small,B3.3,4.0,8.41,10.3714,41.49,17.43,0.52,0.4,2025-08-04,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,47769,7/9/25,36.0,3.0,0.0,302.76,-999.0,0.0,-999.0,0.0,0.0,1.0,0.5,1.48,6.0,0.33,30.0,0.0,3.0,12.0,12.0,Acc_38c19c,6.0,30.0,1.0,0.0,0,WF,0,07/09/25,47769.0,36.0,Western,Cobalt,,0.0,5.54,Keep
6.0,280.0,VNDR_3L4Q75,0.0,30058.0,Prod_83448771,6.0,French Reds,French Red 750 small,A2.3,9.0,69.76,74.667,672.0,105.93,0.3399999999999999,0.3,2023-07-26,-,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2012-04-17,,0,0,0.0,0.0,0.0,0.0,-999.0,0.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,,0.0,,
5.0,326.0,VNDR_UB1PI4,-999.0,30079.0,Prod_66847905,12.0,Port,Port 750 Old small,D2.3,4.0,32.67,34.92,139.68,48.76,0.3299999999999999,0.28,2025-07-30,+,2025-08-27 12:52:04.381650,2025-08-27 12:52:04.382542,2008-01-25,,0,0,0.0,0.0,24.0,0.0,3.51,-999.0,0.88,0.0,1.0,1.67,0.83,2.12,4.75,0.89,32.0,0.38,8.0,3.0,12.0,Acc_7f433b,1.0,32.0,2.0,0.0,0,0,0,06/17/25,47640.0,12.0,Alba,Distributor's Transport,,0.0,8.2,Keep
